// General information: 
//  MT Manager version: 2020.0.2 
//  XDA version: 2020.0.2 build 5355 rev 106296 built on 2020-10-15
// Device information: 
//  DeviceId: 008002103C
//  ProductCode: MTi-680G-8A1G6
//  Firmware Version: 1.2.2
//  Hardware Version: 1.0.0
// Device settings: 
//  Filter Profile: General_RTK(24.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
// PacketCounter FreeAcc_E FreeAcc_N FreeAcc_U
50660 -0.033934 -0.020894 -0.088052
50661 -0.025205 -0.016365 -0.094695
50662 -0.016685 -0.050401 -0.106020
50663 -0.029627 -0.037807 -0.092386
50664 -0.053413 -0.033396 -0.057438
50665 -0.086680 -0.050958 -0.036831
50666 -0.102937 -0.066809 -0.030517
50667 -0.087644 -0.077508 -0.020874
50668 -0.091426 -0.095245 -0.026900
50669 -0.086758 -0.078865 -0.003804
50670 -0.101404 -0.083016 0.011987
50671 -0.083162 -0.057098 0.043406
50672 -0.102609 -0.056325 0.066799
50673 -0.078970 -0.045460 0.079374
50674 -0.058344 -0.041411 0.090411
50675 -0.047658 -0.023322 0.093893
50676 -0.039455 0.000616 0.095268
50677 -0.012107 -0.002272 0.078153
50678 0.002610 0.002522 0.118369
50679 0.004979 0.007630 0.120477
50680 0.055176 0.049439 0.121466
50681 0.075892 0.046029 0.122520
50682 0.104179 0.042059 0.119389
50683 0.094516 0.056474 0.142438
50684 0.112950 0.074676 0.125368
50685 0.139925 0.083285 0.133364
50686 0.128183 0.093849 0.126290
50687 0.162364 0.137425 0.126375
50688 0.198576 0.136114 0.138710
50689 0.196459 0.153681 0.124221
50690 0.207861 0.186679 0.126657
50691 0.236078 0.195931 0.117427
50692 0.247055 0.221385 0.106154
50693 0.271570 0.225945 0.057940
50694 0.277621 0.247073 0.039875
50695 0.272321 0.294915 0.021131
50696 0.281020 0.293868 -0.008145
50697 0.265328 0.316835 -0.034054
50698 0.265947 0.286637 -0.056610
50699 0.280558 0.307558 -0.113890
50700 0.247820 0.316701 -0.122655
50701 0.249589 0.328392 -0.160132
50702 0.264849 0.305239 -0.181249
50703 0.220801 0.283018 -0.211987
50704 0.182064 0.299687 -0.271833
50705 0.198703 0.292356 -0.303901
50706 0.193641 0.309021 -0.294117
50707 0.173550 0.308112 -0.335692
50708 0.196195 0.332440 -0.343667
50709 0.200974 0.314828 -0.346519
50710 0.197274 0.319839 -0.365767
50711 0.196858 0.307580 -0.373490
50712 0.227428 0.314769 -0.392263
50713 0.250130 0.314314 -0.398023
50714 0.263725 0.333776 -0.391053
50715 0.292169 0.351161 -0.398188
50716 0.299327 0.379565 -0.354855
50717 0.288950 0.365904 -0.348390
50718 0.290567 0.391540 -0.344152
50719 0.290358 0.397003 -0.313509
50720 0.284450 0.411673 -0.278475
50721 0.292706 0.430420 -0.244469
50722 0.283844 0.439478 -0.233188
50723 0.290569 0.448866 -0.204491
50724 0.256251 0.444672 -0.165022
50725 0.223408 0.437209 -0.126006
50726 0.211079 0.405512 -0.087450
50727 0.164370 0.421323 -0.065484
50728 0.166744 0.413282 -0.027192
50729 0.130705 0.428119 -0.009005
50730 0.118932 0.438652 0.029269
50731 0.082001 0.417087 0.057007
50732 0.048026 0.432615 0.077719
50733 0.040273 0.457600 0.109222
50734 0.052156 0.445040 0.099822
50735 0.006319 0.460773 0.120925
50736 0.011119 0.443740 0.126976
50737 0.011728 0.492106 0.121602
50738 -0.006282 0.497938 0.141374
50739 -0.009315 0.505722 0.131240
50740 -0.029473 0.536178 0.132305
50741 -0.025342 0.539860 0.117671
50742 -0.065365 0.561255 0.106283
50743 -0.057181 0.586187 0.102747
50744 -0.072001 0.591947 0.078238
50745 -0.073102 0.584635 0.079793
50746 -0.116286 0.597573 0.056706
50747 -0.102872 0.576442 0.046707
50748 -0.086436 0.575842 0.037026
50749 -0.114022 0.550947 -0.000521
50750 -0.113278 0.565627 -0.028309
50751 -0.122696 0.544885 -0.051564
50752 -0.133636 0.525553 -0.088821
50753 -0.139233 0.527204 -0.109028
50754 -0.157504 0.485001 -0.129531
50755 -0.178598 0.443483 -0.145360
50756 -0.181825 0.430135 -0.164549
50757 -0.225713 0.397658 -0.171446
50758 -0.250622 0.352595 -0.183012
50759 -0.266738 0.335791 -0.176827
50760 -0.292624 0.317324 -0.187009
50761 -0.332203 0.303198 -0.181960
50762 -0.368061 0.277300 -0.182147
50763 -0.377284 0.271773 -0.175135
50764 -0.427333 0.256337 -0.144677
50765 -0.430269 0.220790 -0.158109
50766 -0.443741 0.222081 -0.143828
50767 -0.432086 0.221258 -0.150103
50768 -0.421205 0.220090 -0.132029
50769 -0.432026 0.190711 -0.093102
50770 -0.418775 0.187282 -0.112290
50771 -0.416600 0.159733 -0.062409
50772 -0.400683 0.164589 -0.035591
50773 -0.369810 0.143594 -0.050241
50774 -0.362444 0.107428 -0.045880
50775 -0.349127 0.094309 -0.047445
50776 -0.322685 0.104703 0.009335
50777 -0.266475 0.102236 0.032923
50778 -0.250313 0.097936 0.037556
50779 -0.205864 0.067144 0.041748
50780 -0.196632 0.048909 0.028448
50781 -0.168912 0.025201 0.025823
50782 -0.160138 0.026404 0.039398
50783 -0.134800 0.009317 0.062025
50784 -0.091767 0.020122 0.064478
50785 -0.067557 0.024244 0.083417
50786 -0.051236 0.000617 0.084804
50787 -0.031961 0.019744 0.095179
50788 -0.020278 0.009189 0.100800
50789 -0.037211 -0.008320 0.110155
50790 -0.051502 0.013473 0.127617
50791 -0.047244 0.017701 0.140844
50792 -0.057998 0.026889 0.167781
50793 -0.058530 0.038248 0.206963
50794 -0.047567 0.041771 0.198464
50795 -0.053849 0.044567 0.203495
50796 -0.084221 0.036879 0.182503
50797 -0.092314 0.030799 0.168555
50798 -0.108872 0.039834 0.169310
50799 -0.090778 0.040243 0.154666
50800 -0.110540 0.034605 0.123032
50801 -0.119829 0.038551 0.129509
50802 -0.107784 0.044717 0.067264
50803 -0.117007 0.034434 0.071284
50804 -0.121856 0.038589 0.063243
50805 -0.081788 0.043131 0.021592
50806 -0.086096 0.033386 -0.017250
50807 -0.080095 0.015813 -0.046744
50808 -0.092206 0.024814 -0.079065
50809 -0.073951 0.033082 -0.101181
50810 -0.072818 0.021939 -0.120108
50811 -0.037034 0.015699 -0.146431
50812 -0.034958 0.018773 -0.135822
50813 -0.018813 0.034769 -0.150360
50814 -0.021269 0.035628 -0.161797
50815 -0.034404 0.062223 -0.168921
50816 -0.004660 0.051666 -0.170727
50817 -0.038550 0.064783 -0.148797
50818 -0.060672 0.071677 -0.154502
50819 -0.053497 0.055566 -0.144402
50820 -0.068151 0.093672 -0.130479
50821 -0.106913 0.116221 -0.096094
50822 -0.125822 0.148221 -0.074548
50823 -0.140050 0.157549 -0.065217
50824 -0.147612 0.148071 -0.052835
50825 -0.171629 0.153671 -0.033548
50826 -0.202416 0.170307 -0.031115
50827 -0.217322 0.172182 -0.006003
50828 -0.231193 0.199300 0.006875
50829 -0.260808 0.232531 -0.012506
50830 -0.233005 0.474500 -0.076020
50831 -0.138890 0.868853 -0.100976
50832 -0.111524 0.772695 -0.058351
50833 -0.107537 0.618314 -0.117090
50834 -0.200946 0.533549 -0.162638
50835 -0.304989 0.384453 -0.117353
50836 -0.298748 0.254388 -0.076132
50837 -0.269045 0.219733 0.012472
50838 -0.254349 0.318818 0.062989
50839 -0.244258 0.369000 0.056570
50840 -0.324229 0.355242 -0.019825
50841 -0.391793 0.475488 -0.127248
50842 -0.388450 0.565172 -0.232279
50843 -0.370313 0.349844 -0.277052
50844 -0.350982 0.212864 -0.311881
50845 -0.359552 0.271492 -0.239144
50846 -0.342201 0.335373 -0.143384
50847 -0.286350 0.286750 -0.065421
50848 -0.323190 0.281748 -0.048245
50849 -0.384118 0.346509 -0.087397
50850 -0.415165 0.375303 -0.037846
50851 -0.531839 0.276333 -0.141084
50852 -0.650919 0.341889 -0.283121
50853 -0.683680 0.481644 -0.220996
50854 -0.710745 0.477646 -0.079843
50855 -0.740174 0.437062 0.046811
50856 -0.796448 0.466553 0.128532
50857 -0.875798 0.476253 0.212185
50858 -0.963437 0.420023 0.250352
50859 -1.021201 0.442818 0.217289
50860 -1.047242 0.456653 0.227173
50861 -1.049344 0.492660 0.274484
50862 -1.025533 0.475464 0.344611
50863 -1.020038 0.475590 0.427950
50864 -1.012422 0.470765 0.515529
50865 -1.010504 0.476186 0.556176
50866 -1.011495 0.448053 0.604598
50867 -0.992951 0.446292 0.615059
50868 -0.959451 0.435589 0.624293
50869 -0.973952 0.416290 0.608563
50870 -0.930883 0.381033 0.608956
50871 -0.897879 0.359995 0.608143
50872 -0.864079 0.338353 0.609694
50873 -0.796497 0.345613 0.610242
50874 -0.741981 0.325778 0.605457
50875 -0.696713 0.286307 0.558488
50876 -0.659957 0.265266 0.501214
50877 -0.617259 0.276886 0.452717
50878 -0.588348 0.247496 0.400812
50879 -0.563545 0.229281 0.346004
50880 -0.537941 0.255892 0.323996
50881 -0.519464 0.265369 0.310373
50882 -0.466714 0.277121 0.273532
50883 -0.436274 0.279821 0.249807
50884 -0.432507 0.300582 0.190386
50885 -0.429591 0.289746 0.122110
50886 -0.464323 0.241462 0.066879
50887 -0.440402 0.216736 -0.000719
50888 -0.612735 0.090728 -0.028691
50889 -0.668583 -0.123686 -0.064899
50890 -0.609419 -0.209954 0.000669
50891 -0.575162 -0.102616 -0.057891
50892 -0.625166 -0.039140 -0.058986
50893 -0.631235 -0.097037 -0.120169
50894 -0.713214 -0.169298 -0.213131
50895 -0.781313 -0.151835 -0.294217
50896 -0.745052 -0.169509 -0.336037
50897 -0.695051 -0.240057 -0.287337
50898 -0.635441 -0.263691 -0.289890
50899 -0.638123 -0.254883 -0.229677
50900 -0.632597 -0.321690 -0.239295
50901 -0.647322 -0.400252 -0.224831
50902 -0.662919 -0.431066 -0.250641
50903 -0.633657 -0.459616 -0.265428
50904 -0.613472 -0.452703 -0.256412
50905 -0.626975 -0.431961 -0.208152
50906 -0.611400 -0.474395 -0.183278
50907 -0.576992 -0.484800 -0.119415
50908 -0.572876 -0.511843 -0.065866
50909 -0.540645 -0.525873 0.024219
50910 -0.497959 -0.541692 0.043649
50911 -0.438986 -0.563537 0.085300
50912 -0.431411 -0.578388 0.110749
50913 -0.413674 -0.581915 0.132687
50914 -0.371807 -0.621916 0.171869
50915 -0.330459 -0.598922 0.215593
50916 -0.285628 -0.595904 0.242420
50917 -0.263486 -0.606585 0.321250
50918 -0.211555 -0.603383 0.378363
50919 -0.189325 -0.583828 0.396529
50920 -0.178191 -0.582350 0.429819
50921 -0.172332 -0.547752 0.349649
50922 -0.122690 -0.533110 0.468548
50923 -0.095150 -0.481201 0.466798
50924 -0.020733 -0.436077 0.464304
50925 0.043615 -0.167558 0.499932
50926 0.088354 0.173942 0.400599
50927 -0.004597 0.336463 0.371150
50928 0.095838 0.180549 0.203882
50929 0.149305 0.044153 0.211741
50930 0.204531 0.094671 0.149823
50931 0.200701 0.180494 0.192433
50932 0.225704 0.298402 0.216259
50933 0.105433 0.442530 0.144080
50934 -0.118404 0.618530 0.129595
50935 -0.224188 0.538237 0.073649
50936 -0.290111 0.302372 0.092432
50937 -0.342971 0.055164 0.112976
50938 -0.344358 -0.181060 0.194442
50939 -0.346793 -0.407555 0.275138
50940 -0.395131 -0.575519 0.303369
50941 -0.478962 -0.704935 0.305631
50942 -0.483626 -0.774554 0.230384
50943 -0.127321 -1.058004 0.045463
50944 0.196948 -2.104927 0.273054
50945 0.171660 -1.819652 0.354870
50946 -0.295390 -0.879712 -0.190180
50947 -0.370977 -0.814381 -0.014852
50948 0.069568 -1.273212 -0.289017
50949 -0.143126 -1.174893 -0.276483
50950 -0.443266 -0.561682 -0.396995
50951 -0.358510 -0.600726 -0.570142
50952 -0.693447 -0.800962 -0.430787
50953 -1.146159 -0.602659 -0.594619
50954 -1.102308 -0.797021 -0.566192
50955 -1.047712 -1.187769 -0.654284
50956 -1.317023 -1.279226 -0.726665
50957 -1.560095 -1.312662 -0.749552
50958 -1.621725 -1.412441 -0.788575
50959 -1.741446 -1.455562 -0.697799
50960 -1.852575 -1.486484 -0.561737
50961 -1.785950 -1.503571 -0.566939
50962 -1.792270 -1.405687 -0.655323
50963 -1.982753 -1.311914 -0.681287
50964 -2.044292 -1.264781 -0.631986
50965 -1.902813 -1.277679 -0.385741
50966 -1.815738 -1.333534 -0.055542
50967 -1.763059 -1.335960 0.257258
50968 -1.692610 -1.297189 0.510323
50969 -1.604993 -1.239417 0.732140
50970 -1.613098 -1.218162 0.837773
50971 -1.494618 -1.176843 1.032919
50972 -1.559302 -1.192107 1.129076
50973 -1.442911 -1.196557 1.237419
50974 -1.310360 -1.152262 1.509239
50975 -1.231172 -1.078700 1.717051
50976 -1.210107 -1.063914 1.765650
50977 -1.173015 -1.039241 1.915940
50978 -1.150453 -1.030865 1.872146
50979 -1.218093 -1.007916 1.808657
50980 -1.225901 -1.031655 1.728108
50981 -1.213438 -1.038049 1.667092
50982 -1.349931 -1.122193 1.636838
50983 -1.567439 -1.186771 1.628169
50984 -1.597232 -1.406923 1.662557
50985 -1.577810 -1.636440 1.682167
50986 -1.366710 -1.603820 1.643394
50987 -1.695539 -1.312011 2.128592
50988 -1.959961 -1.304707 1.310391
50989 -1.977450 -1.490149 1.433683
50990 -1.956781 -1.452379 0.958236
50991 -1.994104 -1.375878 0.782985
50992 -1.700924 -1.362594 0.762485
50993 -1.400759 -1.398415 0.559362
50994 -1.307517 -1.321286 0.607821
50995 -1.119708 -1.288226 0.415483
50996 -1.058745 -1.554863 0.412315
50997 -0.984185 -1.518339 0.132133
50998 -1.234248 -1.539262 0.057856
50999 -1.090230 -1.391046 -0.424157
51000 -0.987177 -1.224226 -0.365408
51001 -0.923076 -1.034829 -0.537742
51002 -0.843346 -0.897484 -0.600161
51003 -0.656408 -0.774925 -0.518769
51004 -0.482382 -0.703946 0.140362
51005 -0.973189 -1.314209 1.054346
51006 -1.285026 -1.610291 -0.353691
51007 -1.269936 -1.465959 -0.092679
51008 -1.178736 -1.163918 -0.274054
51009 -0.961511 -1.103676 0.201850
51010 -0.589358 -0.991963 0.559360
51011 -0.540114 -0.899823 0.218693
51012 -0.951701 -1.023256 0.272019
51013 -1.306057 -1.198300 -0.441909
51014 -1.360041 -1.206298 -0.553445
51015 -1.252905 -1.026547 -0.770428
51016 -1.125169 -0.902792 -0.500399
51017 -0.915641 -0.798014 -0.240672
51018 -0.762397 -0.779872 -0.168169
51019 -0.857428 -0.809183 -0.056033
51020 -1.016155 -0.844065 -0.297372
51021 -1.042365 -0.848844 -0.398364
51022 -0.992796 -0.761802 -0.506236
51023 -0.964108 -0.645821 -0.450790
51024 -0.878395 -0.568380 -0.367283
51025 -0.812488 -0.497046 -0.255498
51026 -0.816690 -0.449409 -0.143087
51027 -0.875299 -0.429894 -0.141209
51028 -0.875789 -0.369090 -0.117858
51029 -0.877099 -0.310837 -0.135502
51030 -0.878934 -0.223246 -0.135880
51031 -0.859333 -0.167979 -0.116682
51032 -0.851391 -0.120820 -0.068199
51033 -0.814574 -0.098776 -0.027226
51034 -0.803573 -0.041143 0.004151
51035 -0.806892 0.018490 0.036602
51036 -0.784023 0.068667 0.080285
51037 -0.719126 0.098182 0.167481
51038 -0.607180 0.084966 0.203163
51039 -0.571749 0.079299 0.200137
51040 -0.562491 0.111354 0.125956
51041 -0.532873 0.153419 0.040723
51042 -0.491541 0.163061 0.023721
51043 -0.445733 0.212995 0.015696
51044 -0.404875 0.229343 0.046808
51045 -0.341987 0.258992 0.054235
51046 -0.285268 0.306946 0.052541
51047 -0.264867 0.305472 -0.009756
51048 -0.276916 0.352737 -0.081392
51049 -0.312017 0.437436 -0.185880
51050 -0.342962 0.468987 -0.274080
51051 -0.326597 0.517317 -0.292650
51052 -0.316598 0.620179 -0.287170
51053 -0.334220 0.684221 -0.267271
51054 -0.345943 0.711452 -0.228058
51055 -0.318640 0.738948 -0.225429
51056 -0.349986 0.761365 -0.244657
51057 -0.404277 0.791182 -0.275591
51058 -0.382806 0.797954 -0.291841
51059 -0.369586 0.809731 -0.309662
51060 -0.370214 0.853884 -0.305658
51061 -0.365141 0.867643 -0.243131
51062 -0.366388 0.880524 -0.183110
51063 -0.354223 0.869267 -0.175693
51064 -0.378738 0.872838 -0.162129
51065 -0.426259 0.871206 -0.213310
51066 -0.444682 0.884611 -0.249987
51067 -0.446591 0.910024 -0.277581
51068 -0.511187 0.912449 -0.264070
51069 -0.529222 0.925092 -0.216817
51070 -0.518093 0.929134 -0.186741
51071 -0.516594 0.944662 -0.152857
51072 -0.504713 0.924017 -0.156996
51073 -0.448927 0.937078 -0.186799
51074 -0.428339 0.940462 -0.213352
51075 -0.391753 0.961613 -0.249019
51076 -0.324234 0.993604 -0.279892
51077 -0.269906 1.018354 -0.288674
51078 -0.225951 1.023940 -0.290147
51079 -0.169281 1.033985 -0.321320
51080 -0.108241 1.018865 -0.333520
51081 -0.037032 1.016771 -0.377542
51082 0.014115 1.023726 -0.393253
51083 0.063310 1.042688 -0.450401
51084 0.149315 1.067796 -0.470669
51085 0.227570 1.091429 -0.488401
51086 0.283116 1.114828 -0.483812
51087 0.355421 1.136790 -0.486216
51088 0.381987 1.178424 -0.503510
51089 0.423718 1.198485 -0.505682
51090 0.453125 1.210306 -0.466891
51091 0.489467 1.233710 -0.487757
51092 0.523689 1.216779 -0.498212
51093 0.542321 1.225822 -0.508130
51094 0.557074 1.228009 -0.513243
51095 0.605505 1.214439 -0.522872
51096 0.604041 1.210910 -0.496761
51097 0.632178 1.182259 -0.474676
51098 0.658469 1.166717 -0.457432
51099 0.664454 1.156618 -0.458359
51100 0.681601 1.132803 -0.452351
51101 0.686294 1.090580 -0.450355
51102 0.697526 1.096570 -0.411486
51103 0.738054 1.098028 -0.372024
51104 0.756929 1.096055 -0.354315
51105 0.789928 1.094868 -0.323979
51106 0.794630 1.096077 -0.292564
51107 0.801722 1.112133 -0.266295
51108 0.832471 1.149323 -0.249170
51109 0.852669 1.176515 -0.212001
51110 0.879288 1.226141 -0.189099
51111 0.931314 1.250275 -0.171184
51112 0.960878 1.283640 -0.149272
51113 1.001631 1.313908 -0.111687
51114 1.081199 1.342562 -0.087934
51115 1.172521 1.389438 -0.081335
51116 1.247934 1.425345 -0.088639
51117 1.332243 1.472915 -0.098825
51118 1.433754 1.484923 -0.137389
51119 1.536926 1.525167 -0.187590
51120 1.544269 1.623362 -0.280434
51121 1.664501 1.653397 -0.303344
51122 1.724545 1.633275 -0.366741
51123 1.803567 1.628105 -0.306067
51124 1.926573 1.665974 -0.312773
51125 1.928080 1.672252 -0.407964
51126 1.922895 1.625418 -0.349237
51127 2.058149 1.597371 -0.441431
51128 2.113772 1.619262 -0.513422
51129 2.056554 1.625806 -0.510240
51130 2.102674 1.675287 -0.506211
51131 2.196264 1.676629 -0.487306
51132 2.181946 1.666065 -0.423548
51133 2.122794 1.617039 -0.381864
51134 2.175856 1.592161 -0.370503
51135 2.194113 1.580510 -0.366202
51136 2.135350 1.567557 -0.390076
51137 2.109486 1.542483 -0.390178
51138 2.136973 1.553081 -0.379494
51139 2.130097 1.569182 -0.357507
51140 2.058169 1.584219 -0.318356
51141 2.025511 1.619395 -0.286138
51142 2.010026 1.624281 -0.259340
51143 1.967701 1.635965 -0.259983
51144 1.910672 1.648494 -0.260502
51145 1.870913 1.665424 -0.253026
51146 1.869510 1.717274 -0.276529
51147 1.827077 1.753561 -0.247163
51148 1.836763 1.759895 -0.229641
51149 1.845714 1.791166 -0.191463
51150 1.792662 1.809399 -0.126420
51151 1.732318 1.847582 -0.104783
51152 1.716001 1.883997 -0.077828
51153 1.672617 1.918251 -0.063290
51154 1.666559 1.947877 -0.045793
51155 1.634166 1.993364 -0.008118
51156 1.598120 2.014800 0.007128
51157 1.581393 2.039374 0.041938
51158 1.541760 2.048103 0.053158
51159 1.513262 2.075761 0.052914
51160 1.497558 2.085257 0.025658
51161 1.490248 2.121096 0.005151
51162 1.470363 2.149519 -0.019665
51163 1.447413 2.175442 -0.003769
51164 1.456136 2.201117 -0.017228
51165 1.439978 2.228353 -0.046723
51166 1.414320 2.241704 -0.080591
51167 1.389074 2.257223 -0.116632
51168 1.345392 2.269690 -0.134600
51169 1.346608 2.301657 -0.132280
51170 1.338338 2.321520 -0.150806
51171 1.341382 2.348255 -0.170877
51172 1.351415 2.347447 -0.236449
51173 1.356334 2.388883 -0.261156
51174 1.374894 2.393780 -0.278857
51175 1.419510 2.383653 -0.282990
51176 1.428179 2.386265 -0.298286
51177 1.431001 2.420868 -0.299739
51178 1.406172 2.420574 -0.337122
51179 1.375645 2.404945 -0.338217
51180 1.334368 2.450967 -0.313202
51181 1.309859 2.442397 -0.350121
51182 1.306285 2.471165 -0.330951
51183 1.307516 2.463793 -0.314669
51184 1.281514 2.469513 -0.321537
51185 1.263729 2.493625 -0.313242
51186 1.273061 2.484914 -0.327394
51187 1.292038 2.463321 -0.290250
51188 1.273225 2.456026 -0.256932
51189 1.303926 2.465651 -0.188201
51190 1.330470 2.448591 -0.118025
51191 1.347726 2.441586 -0.145772
51192 1.343925 2.446608 -0.165932
51193 1.331111 2.455661 -0.181530
51194 1.369891 2.445945 -0.157376
51195 1.442201 2.424987 -0.139375
51196 1.441090 2.463499 -0.173050
51197 1.462708 2.452507 -0.175471
51198 1.477054 2.364168 -0.148898
51199 1.505660 2.365464 -0.138144
51200 1.504262 2.431340 -0.169773
51201 1.499851 2.432856 -0.186016
51202 1.513484 2.398869 -0.228271
51203 1.537979 2.362132 -0.252047
51204 1.563912 2.387353 -0.272310
51205 1.554150 2.405426 -0.277158
51206 1.575937 2.404440 -0.298227
51207 1.606240 2.370261 -0.319288
51208 1.602884 2.385966 -0.333317
51209 1.655562 2.396596 -0.351592
51210 1.665940 2.377773 -0.388175
51211 1.681315 2.383602 -0.407786
51212 1.711050 2.398494 -0.416356
51213 1.734929 2.374024 -0.400345
51214 1.742804 2.358508 -0.404276
51215 1.756675 2.376245 -0.394968
51216 1.801806 2.384781 -0.378760
51217 1.809158 2.372387 -0.379360
51218 1.837583 2.378629 -0.365073
51219 1.851256 2.358887 -0.382791
51220 1.919318 2.360152 -0.400971
51221 1.967833 2.358459 -0.438416
51222 1.999697 2.352052 -0.450276
51223 2.026860 2.341158 -0.474724
51224 2.038223 2.339339 -0.532588
51225 2.065646 2.341779 -0.546865
51226 2.111882 2.308565 -0.591945
51227 2.185481 2.291076 -0.617644
51228 2.243614 2.282477 -0.632819
51229 2.240347 2.269246 -0.667390
51230 2.264112 2.263986 -0.725142
51231 2.291209 2.271665 -0.800035
51232 2.281628 2.246221 -0.788424
51233 2.356413 2.273760 -0.852402
51234 2.249812 2.260561 -0.745136
51235 2.333770 2.279598 -0.759796
51236 2.334411 2.238905 -0.846127
51237 2.247640 2.220180 -0.871096
51238 2.279093 2.247325 -0.919518
51239 2.226627 2.243162 -0.825795
51240 2.309859 2.225034 -0.876266
51241 2.226623 2.159437 -0.882886
51242 2.175522 2.175904 -0.959562
51243 2.158859 2.117452 -0.986792
51244 2.138226 2.093667 -0.981026
51245 2.159211 2.074830 -0.920415
51246 2.148024 2.104497 -0.935896
