// General information: 
//  MT Manager version: 2020.0.2 
//  XDA version: 2020.0.2 build 5355 rev 106296 built on 2020-10-15
// Device information: 
//  DeviceId: 008002103C
//  ProductCode: MTi-680G-8A1G6
//  Firmware Version: 1.2.2
//  Hardware Version: 1.0.0
// Device settings: 
//  Filter Profile: General_RTK(24.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
// PacketCounter FreeAcc_E FreeAcc_N FreeAcc_U
21616 0.004796 0.168186 0.058511
21617 -0.009662 0.138406 0.062727
21618 -0.003799 0.147235 0.028988
21619 -0.017239 0.121977 0.020174
21620 -0.012058 0.125925 0.000771
21621 -0.012604 0.090790 0.026546
21622 -0.029015 0.112097 0.027359
21623 -0.027621 0.114298 0.027584
21624 -0.047795 0.147706 0.028856
21625 -0.073118 0.132686 0.043862
21626 -0.051984 0.138624 0.030902
21627 -0.063124 0.102070 0.032276
21628 -0.061443 0.124816 0.018966
21629 -0.059790 0.103005 0.019311
21630 -0.087308 0.114362 0.039725
21631 -0.102474 0.121903 0.057453
21632 -0.124703 0.118167 0.059576
21633 -0.118158 0.122501 0.056479
21634 -0.119023 0.117961 0.057921
21635 -0.131834 0.134993 0.050552
21636 -0.153995 0.108943 0.051328
21637 -0.148676 0.129769 0.046803
21638 -0.152017 0.126953 0.056484
21639 -0.150569 0.118328 0.059548
21640 -0.171281 0.099023 0.070024
21641 -0.194569 0.108814 0.061163
21642 -0.199937 0.107543 0.057704
21643 -0.185939 0.114723 0.040461
21644 -0.200384 0.089101 0.039578
21645 -0.213522 0.085147 0.033932
21646 -0.202528 0.094466 0.040047
21647 -0.179707 0.067217 0.027946
21648 -0.209188 0.091724 0.027867
21649 -0.206330 0.076962 0.020356
21650 -0.221605 0.067328 0.013318
21651 -0.213866 0.052975 0.025785
21652 -0.226879 0.041824 0.021983
21653 -0.207654 0.038766 0.017511
21654 -0.200479 0.035747 0.012832
21655 -0.203381 0.048583 0.023557
21656 -0.210097 0.033250 0.016257
21657 -0.210830 0.029623 0.035263
21658 -0.220171 0.033838 0.040253
21659 -0.229497 0.039608 0.039394
21660 -0.219773 0.036603 0.029572
21661 -0.224138 0.048701 0.025343
21662 -0.211184 0.026237 0.029716
21663 -0.235458 0.027883 0.017544
21664 -0.228612 0.029655 0.024906
21665 -0.225919 0.029632 0.011734
21666 -0.216151 0.018208 0.025190
21667 -0.216617 0.016423 0.035066
21668 -0.226187 0.026505 0.009559
21669 -0.217021 0.003344 0.016306
21670 -0.212412 0.002767 0.024559
21671 -0.225098 -0.013416 0.033906
21672 -0.216164 -0.038878 0.006365
21673 -0.204694 -0.035370 -0.014057
21674 -0.194718 -0.039598 0.002659
21675 -0.187149 -0.055369 -0.012338
21676 -0.195941 -0.057050 -0.023714
21677 -0.205701 -0.052924 -0.022961
21678 -0.183916 -0.055204 -0.018629
21679 -0.185607 -0.063856 -0.007853
21680 -0.193521 -0.054671 -0.038532
21681 -0.182815 -0.069568 -0.027224
21682 -0.175467 -0.078325 -0.039765
21683 -0.158699 -0.065590 -0.046427
21684 -0.155969 -0.056231 -0.024707
21685 -0.148591 -0.052123 -0.031668
21686 -0.126554 -0.059711 -0.021597
21687 -0.111031 -0.051261 -0.017225
21688 -0.090433 -0.058784 -0.004781
21689 -0.090265 -0.071093 -0.004739
21690 -0.063743 -0.046325 -0.014379
21691 -0.062770 -0.044964 -0.013586
21692 -0.055540 -0.040879 -0.005111
21693 -0.052325 -0.038405 -0.003364
21694 -0.045822 -0.032002 0.001095
21695 -0.031354 -0.031970 -0.009757
21696 -0.000299 -0.029455 -0.005223
21697 0.014098 -0.047631 -0.033016
21698 0.028127 -0.041216 -0.023901
21699 0.014570 -0.039304 -0.022908
21700 0.007987 -0.061770 -0.034475
21701 0.019020 -0.077478 -0.043014
21702 0.035918 -0.069775 -0.047713
21703 0.010912 -0.087522 -0.028292
21704 0.017597 -0.083383 -0.046884
21705 -0.011022 -0.090384 -0.036964
21706 0.014063 -0.109569 -0.026746
21707 0.014110 -0.094357 -0.062299
21708 0.013168 -0.097951 -0.063549
21709 0.031694 -0.106309 -0.055927
21710 0.018020 -0.124943 -0.045211
21711 0.020158 -0.095965 -0.057362
21712 0.019847 -0.086286 -0.049399
21713 0.017521 -0.085815 -0.043566
21714 0.029892 -0.092802 -0.034866
21715 0.063976 -0.103033 -0.030162
21716 0.048473 -0.096682 -0.054545
21717 0.052575 -0.081993 -0.055060
21718 0.052219 -0.097755 -0.025631
21719 0.071867 -0.070843 -0.024368
21720 0.085174 -0.061624 -0.034659
21721 0.087756 -0.069727 -0.028073
21722 0.102494 -0.078342 -0.034934
21723 0.105846 -0.067889 -0.027335
21724 0.128530 -0.082219 -0.026123
21725 0.116028 -0.079095 -0.047396
21726 0.126551 -0.077587 -0.043240
21727 0.149065 -0.090840 -0.040026
21728 0.169340 -0.055432 -0.056387
21729 0.163888 -0.090332 -0.057502
21730 0.159569 -0.072964 -0.055585
21731 0.185426 -0.060231 -0.031256
21732 0.181892 -0.058016 -0.057515
21733 0.178632 -0.064931 -0.040437
21734 0.191375 -0.077031 -0.073013
21735 0.200653 -0.064218 -0.065370
21736 0.191851 -0.064739 -0.055653
21737 0.181072 -0.096660 -0.056988
21738 0.187575 -0.070526 -0.043084
21739 0.190819 -0.057052 -0.044801
21740 0.181017 -0.070645 -0.031743
21741 0.176255 -0.051794 -0.039091
21742 0.161488 -0.061676 -0.043034
21743 0.180494 -0.073421 -0.051115
21744 0.169669 -0.071093 -0.030169
21745 0.158001 -0.056315 -0.036196
21746 0.139650 -0.074743 -0.022731
21747 0.094853 -0.055930 -0.034264
21748 0.103197 -0.052508 -0.034296
21749 0.088537 -0.064225 -0.016869
21750 0.086821 -0.072924 -0.022280
21751 0.086594 -0.064192 -0.031261
21752 0.068823 -0.058068 -0.049593
21753 0.064531 -0.045754 -0.046747
21754 0.073348 -0.045408 -0.006851
21755 0.057282 -0.050680 -0.042640
21756 0.020254 -0.069138 -0.044454
21757 0.019992 -0.045094 -0.012664
21758 0.001100 -0.085685 -0.032077
21759 -0.010599 -0.064076 -0.041401
21760 -0.006093 -0.104192 -0.038207
21761 -0.023779 -0.114979 -0.055503
21762 -0.017815 -0.129089 -0.041677
21763 -0.032648 -0.119323 -0.039614
21764 -0.044780 -0.125723 -0.023865
21765 -0.058027 -0.141708 -0.043745
21766 -0.082500 -0.119589 -0.053966
21767 -0.059023 -0.164335 -0.063416
21768 -0.059252 -0.162378 -0.068088
21769 -0.063565 -0.190046 -0.061976
21770 -0.053252 -0.192204 -0.058848
21771 -0.058571 -0.195118 -0.058434
21772 -0.058532 -0.222777 -0.038004
21773 -0.070661 -0.235021 -0.058455
21774 -0.077772 -0.254585 -0.072799
21775 -0.084870 -0.248213 -0.067595
21776 -0.064009 -0.239545 -0.058596
21777 -0.075963 -0.270161 -0.070578
21778 -0.055401 -0.260019 -0.074484
21779 -0.073335 -0.249897 -0.074913
21780 -0.074823 -0.261454 -0.069654
21781 -0.088799 -0.269297 -0.058555
21782 -0.084288 -0.269318 -0.085306
21783 -0.082735 -0.287912 -0.081617
21784 -0.091945 -0.274087 -0.095835
21785 -0.103296 -0.261799 -0.079548
21786 -0.114419 -0.269126 -0.078210
21787 -0.122010 -0.260175 -0.072211
21788 -0.126749 -0.266679 -0.071128
21789 -0.138733 -0.249031 -0.079065
21790 -0.142504 -0.231026 -0.072951
21791 -0.146989 -0.245432 -0.079345
21792 -0.162856 -0.220938 -0.060249
21793 -0.158902 -0.210317 -0.070351
21794 -0.191095 -0.206917 -0.064896
21795 -0.177879 -0.191978 -0.066567
21796 -0.175639 -0.188585 -0.054140
21797 -0.160371 -0.176622 -0.047894
21798 -0.183307 -0.185749 -0.044989
21799 -0.158687 -0.181798 -0.038282
21800 -0.158616 -0.198338 -0.029256
21801 -0.157048 -0.174414 -0.042501
21802 -0.162462 -0.153351 -0.028701
21803 -0.143467 -0.152439 -0.038300
21804 -0.125665 -0.157940 -0.034215
21805 -0.124116 -0.174167 -0.037109
21806 -0.095547 -0.152158 -0.038006
21807 -0.085375 -0.162788 -0.049809
21808 -0.070558 -0.149461 -0.037458
21809 -0.062029 -0.152596 -0.039852
21810 -0.061253 -0.135414 -0.068966
21811 -0.051473 -0.129133 -0.061584
21812 -0.021503 -0.134498 -0.039205
21813 -0.004028 -0.127039 -0.037531
21814 0.001803 -0.110658 -0.056413
21815 0.014575 -0.109412 -0.058515
21816 0.040288 -0.105818 -0.039172
21817 0.013904 -0.079034 -0.048861
21818 0.011892 -0.079342 -0.030174
21819 0.018764 -0.067068 -0.029910
21820 0.022732 -0.051945 -0.025458
21821 0.039386 -0.041539 -0.011133
21822 0.045788 -0.021437 -0.013830
21823 0.030527 -0.006052 -0.022541
21824 0.005251 0.016578 -0.030260
21825 0.018528 0.007412 0.011790
21826 0.007934 0.021385 -0.008877
21827 0.018098 0.032227 0.005032
21828 0.002855 0.041648 -0.016484
21829 0.006682 0.042265 0.016026
21830 -0.008228 0.045318 0.020910
21831 -0.007536 0.039515 0.020562
21832 -0.024004 0.058919 0.039442
21833 -0.030764 0.077967 0.022518
21834 -0.013031 0.082224 0.027396
21835 -0.009795 0.073363 0.025483
21836 0.011526 0.050078 0.004462
21837 0.024521 0.067919 0.009985
21838 0.014975 0.064262 0.000155
21839 0.011344 0.082147 0.015752
21840 -0.003801 0.073276 0.028901
21841 -0.005115 0.081377 0.015771
21842 0.003346 0.091089 0.029862
21843 0.053112 0.083793 0.033853
21844 0.050095 0.096210 0.017674
21845 0.032188 0.089071 0.001535
21846 0.026033 0.110496 0.001922
21847 0.030612 0.113992 0.052485
21848 0.021795 0.123367 0.017301
21849 0.024743 0.134682 0.030390
21850 0.012915 0.117765 0.011846
21851 0.006462 0.100068 0.026990
21852 0.047132 0.116807 0.030395
21853 0.022116 0.098020 0.043871
21854 0.000712 0.086845 0.041505
21855 -0.006376 0.113303 0.018101
21856 0.001829 0.119014 0.023840
21857 0.010299 0.110206 0.038304
21858 0.027408 0.088488 0.021944
21859 0.033003 0.083321 0.026476
21860 0.026202 0.093896 0.009557
21861 0.022187 0.077311 0.021766
21862 0.023333 0.078765 0.034678
21863 -0.005411 0.103632 0.023236
21864 0.017745 0.091522 0.037940
21865 0.035094 0.091171 0.022762
21866 0.066537 0.068586 0.012589
21867 0.058762 0.072714 0.014731
21868 0.067733 0.064254 0.008018
21869 0.096653 0.061933 0.003623
21870 0.091345 0.071807 0.014320
21871 0.104227 0.062316 0.013901
21872 0.105764 0.040167 0.013938
21873 0.105666 0.054380 0.006439
21874 0.124156 0.032743 0.006227
21875 0.134706 0.028049 0.007957
21876 0.136857 0.030301 0.009480
21877 0.154656 0.031509 0.014401
21878 0.153778 0.013281 -0.016620
21879 0.155120 0.006747 -0.004295
21880 0.163061 0.021919 -0.013740
21881 0.160131 0.012721 -0.018958
21882 0.153603 0.034257 -0.005718
21883 0.153313 0.003684 -0.012582
21884 0.174392 0.018729 0.002303
21885 0.161523 0.020200 -0.019344
21886 0.178909 0.034856 -0.013719
21887 0.185828 0.013173 -0.006993
21888 0.146875 0.021356 0.009059
21889 0.151432 0.017410 0.001858
21890 0.137767 0.011598 -0.016852
21891 0.142974 0.027006 -0.014075
21892 0.141621 0.004528 0.002897
21893 0.143424 0.013118 -0.024077
21894 0.138399 0.015508 -0.029422
21895 0.131027 0.002678 -0.024309
21896 0.157968 0.001726 -0.022398
21897 0.119972 -0.014615 -0.020288
21898 0.084542 -0.010115 -0.034704
21899 0.069914 0.059983 -0.036819
21900 0.004410 0.241490 0.010631
21901 -0.027680 0.429478 0.184799
21902 0.121892 0.446938 0.286035
21903 0.204778 0.368650 0.091540
21904 0.031839 0.321046 0.009810
21905 -0.067056 0.213180 0.071142
21906 0.080792 0.102592 0.056740
21907 0.243742 0.087981 -0.016605
21908 0.145877 0.213318 -0.015601
21909 0.045135 0.329797 0.070460
21910 0.058591 0.324261 0.151124
21911 0.078210 0.355754 0.133924
21912 0.042613 0.350339 0.124760
21913 0.093338 0.322329 0.082617
21914 0.162238 0.272182 0.037446
21915 0.193395 0.309134 0.070678
21916 0.136084 0.345377 0.086128
21917 0.098660 0.366943 0.105720
21918 0.090254 0.395248 0.125142
21919 0.085252 0.383294 0.129915
21920 0.087431 0.357408 0.115256
21921 0.128943 0.352610 0.062251
21922 0.160044 0.318162 0.047269
21923 0.138162 0.333192 0.070457
21924 0.104995 0.344434 0.077871
21925 0.080188 0.341138 0.108742
21926 0.030297 0.356756 0.100668
21927 0.050317 0.339936 0.107345
21928 0.053585 0.306628 0.088438
21929 0.071921 0.250759 0.040797
21930 0.072026 0.246662 0.036133
21931 0.060254 0.231202 0.058402
21932 0.033518 0.200373 0.069226
21933 -0.004183 0.166681 0.039603
21934 0.001525 0.095967 0.028450
21935 0.011925 0.055031 -0.015586
21936 0.025649 -0.010560 -0.016176
21937 0.037854 -0.067370 -0.009171
21938 0.025951 -0.081818 -0.035746
21939 0.001939 -0.095247 -0.048429
21940 -0.065644 -0.115671 -0.061160
21941 -0.189236 -0.082901 -0.058290
21942 -0.349159 -0.015829 0.027636
21943 -0.417552 -0.041687 0.084661
21944 -0.295557 -0.143485 -0.005308
21945 -0.232239 -0.151736 -0.092453
21946 -0.433552 -0.086829 -0.044265
21947 -0.570295 -0.037523 0.086041
21948 -0.489453 -0.115617 0.070425
21949 -0.318781 -0.183028 -0.044403
21950 -0.273138 -0.205622 -0.079898
21951 -0.307228 -0.201564 -0.052376
21952 -0.273502 -0.198867 -0.051659
21953 -0.233093 -0.201464 -0.033638
21954 -0.226255 -0.171110 -0.033280
21955 -0.194384 -0.202072 -0.040186
21956 -0.142207 -0.231575 -0.070360
21957 -0.106191 -0.255421 -0.096891
21958 -0.097324 -0.258718 -0.098349
21959 -0.104822 -0.237593 -0.082897
21960 -0.149858 -0.253012 -0.073614
21961 -0.168996 -0.265134 -0.094539
21962 -0.135628 -0.277768 -0.082237
21963 -0.079072 -0.314464 -0.090724
21964 -0.002616 -0.330954 -0.108328
21965 -0.024546 -0.316190 -0.109197
21966 -0.067211 -0.300600 -0.083799
21967 -0.038379 -0.311098 -0.093388
21968 -0.041045 -0.362257 -0.085765
21969 -0.093715 -0.351212 -0.150696
21970 -0.005541 -0.426221 -0.118498
21971 -0.087649 -0.431171 -0.213704
21972 -0.142206 -0.401959 -0.126168
21973 -0.188663 -0.422776 -0.037595
21974 -0.185803 -0.391364 -0.119298
21975 -0.238682 -0.363201 -0.129248
21976 -0.246602 -0.430301 -0.072685
21977 -0.178388 -0.441690 -0.136342
21978 -0.162683 -0.424907 -0.146733
21979 -0.235467 -0.413987 -0.125926
21980 -0.219509 -0.413435 -0.106532
21981 -0.171055 -0.459995 -0.112843
21982 -0.219324 -0.411894 -0.135263
21983 -0.233669 -0.432959 -0.129908
21984 -0.161730 -0.456751 -0.148029
21985 -0.134402 -0.466050 -0.157427
21986 -0.170699 -0.466218 -0.140662
21987 -0.179382 -0.437359 -0.140744
21988 -0.158216 -0.425366 -0.138735
21989 -0.170678 -0.381014 -0.117112
21990 -0.174946 -0.371079 -0.078438
21991 -0.141298 -0.381509 -0.105886
21992 -0.132101 -0.355082 -0.116510
21993 -0.145023 -0.348243 -0.119120
21994 -0.139833 -0.313606 -0.091703
21995 -0.138071 -0.327517 -0.084627
21996 -0.145129 -0.261969 -0.087111
21997 -0.157754 -0.267265 -0.076864
21998 -0.149915 -0.273466 -0.079596
21999 -0.123836 -0.247176 -0.085504
22000 -0.121240 -0.252807 -0.100871
22001 -0.130728 -0.245574 -0.094931
22002 -0.127631 -0.253041 -0.090192
22003 -0.138993 -0.226600 -0.058871
22004 -0.128110 -0.228139 -0.055192
22005 -0.146031 -0.226608 -0.069278
22006 -0.130408 -0.219686 -0.083229
22007 -0.105543 -0.216543 -0.055920
22008 -0.080830 -0.238534 -0.062423
22009 -0.101754 -0.234512 -0.073053
22010 -0.113676 -0.224639 -0.078782
22011 -0.122279 -0.206713 -0.088284
22012 -0.134026 -0.217454 -0.053718
22013 -0.127395 -0.194946 -0.071671
22014 -0.114088 -0.208134 -0.080164
22015 -0.121886 -0.198209 -0.079804
22016 -0.112188 -0.194779 -0.072025
22017 -0.124398 -0.176849 -0.052419
22018 -0.147407 -0.154959 -0.039770
22019 -0.147691 -0.091277 -0.063834
22020 -0.147692 -0.078037 -0.017992
22021 -0.132525 -0.049125 -0.017344
22022 -0.149078 -0.039555 0.001065
22023 -0.150066 -0.020319 -0.013483
22024 -0.149185 0.017708 0.008354
22025 -0.129432 0.047795 0.039873
22026 -0.119750 0.068971 0.024196
22027 -0.081868 0.037458 0.012532
22028 -0.048948 0.049448 0.009480
22029 -0.009190 0.066509 0.000624
22030 0.019238 0.067202 0.005597
22031 0.013522 0.096521 0.025386
22032 0.059487 0.130481 0.009448
22033 0.079321 0.135091 0.015678
22034 0.083251 0.192194 0.029761
22035 0.088502 0.206611 0.051270
22036 0.125420 0.297156 0.040195
22037 0.101255 0.375285 0.062006
22038 0.099908 0.481076 0.142985
22039 0.098957 0.570363 0.181787
22040 0.094092 0.665120 0.203843
22041 0.096599 0.755307 0.241051
22042 0.117659 0.862312 0.274788
22043 0.159634 0.945809 0.305060
22044 0.137636 1.007154 0.334914
22045 0.126701 1.093404 0.355934
22046 0.124581 1.138282 0.383764
22047 0.111515 1.200155 0.403645
22048 0.056230 1.217690 0.434986
22049 0.028494 1.248964 0.445816
22050 0.019431 1.266981 0.441147
22051 -0.082324 1.296679 0.491549
22052 -0.177096 1.265962 0.496342
22053 -0.239409 1.246457 0.468719
22054 -0.193204 1.069459 0.378786
22055 0.073039 0.833534 0.279116
22056 0.462471 0.559106 0.111595
22057 0.410823 0.719711 0.127744
22058 -0.194626 0.895880 0.377272
22059 -0.231086 0.693183 0.423005
22060 0.309610 0.396363 0.044431
22061 0.233535 0.392738 -0.024437
22062 -0.334732 0.524468 0.243240
22063 -0.525953 0.465784 0.279148
22064 -0.321218 0.356233 0.086509
22065 -0.422625 0.282140 0.118505
22066 -0.636013 0.286217 0.224546
22067 -0.624718 0.199291 0.142360
22068 -0.563140 0.105631 0.037584
22069 -0.640278 0.030728 0.060069
22070 -0.685418 -0.054304 0.082428
22071 -0.649843 -0.153124 0.016993
22072 -0.600199 -0.240983 -0.034910
22073 -0.533003 -0.308367 -0.048778
22074 -0.450317 -0.428776 -0.071601
22075 -0.307757 -0.529646 -0.163316
22076 -0.263032 -0.644880 -0.213649
22077 -0.217376 -0.781982 -0.250607
22078 -0.089843 -0.931827 -0.314909
22079 0.087908 -1.068795 -0.414276
22080 0.109077 -1.158700 -0.457933
22081 -0.043908 -1.110478 -0.395673
22082 -0.040289 -1.064269 -0.347575
22083 0.070307 -1.088300 -0.385397
22084 0.060933 -1.060481 -0.388928
22085 -0.005332 -0.937982 -0.349567
22086 -0.083310 -0.762507 -0.282003
22087 -0.179421 -0.599187 -0.183411
22088 -0.256807 -0.410891 -0.095945
22089 -0.285395 -0.257753 -0.062372
22090 -0.310210 -0.090622 -0.032751
22091 -0.356144 0.090118 0.060190
22092 -0.392217 0.256780 0.134658
22093 -0.426668 0.447981 0.214376
22094 -0.439805 0.575986 0.260656
22095 -0.422263 0.666403 0.287870
22096 -0.369121 0.714349 0.316063
22097 -0.246616 0.728632 0.299431
22098 -0.147909 0.695859 0.255205
22099 -0.105025 0.642279 0.231618
22100 -0.014159 0.596885 0.212199
22101 0.063372 0.474168 0.165440
22102 0.156154 0.327980 0.094581
22103 0.207444 0.189843 0.033765
22104 0.263413 0.038042 -0.018149
22105 0.318823 -0.110645 -0.083187
22106 0.366145 -0.226206 -0.131146
22107 0.369975 -0.310734 -0.176126
22108 0.404469 -0.432313 -0.205229
22109 0.573476 -0.601354 -0.342704
22110 0.453790 -0.564626 -0.217957
22111 0.252916 -0.499551 -0.137671
22112 0.243826 -0.518330 -0.225924
22113 0.317505 -0.576757 -0.218343
22114 0.290220 -0.583610 -0.241410
22115 0.489562 -0.669312 -0.364962
22116 0.557914 -0.641163 -0.398911
22117 0.393529 -0.491808 -0.282534
22118 0.214331 -0.242993 -0.093823
22119 0.188421 -0.134668 -0.044681
22120 0.254295 -0.114246 -0.056805
22121 0.244400 -0.073526 -0.009178
22122 0.365586 -0.052758 -0.062265
22123 0.451780 -0.044046 -0.113912
22124 0.400778 0.031796 -0.073939
22125 0.325310 0.117738 0.006237
22126 0.322946 0.151887 0.013141
22127 0.335406 0.144022 0.010587
22128 0.319978 0.112092 0.017253
22129 0.344465 0.079156 -0.006191
22130 0.382033 0.052261 -0.020443
22131 0.351915 0.019977 -0.016183
22132 0.309465 0.017296 -0.027184
22133 0.318538 -0.020332 -0.048469
22134 0.302087 -0.087383 -0.069789
22135 0.348984 -0.112532 -0.094116
22136 0.344190 -0.157730 -0.107923
22137 0.331984 -0.183519 -0.095572
22138 0.334413 -0.195033 -0.107233
22139 0.322275 -0.217493 -0.141317
22140 0.285728 -0.199463 -0.127272
22141 0.239307 -0.159101 -0.060278
22142 0.220695 -0.187099 -0.082012
22143 0.241085 -0.166005 -0.133518
22144 0.243816 -0.155646 -0.086843
22145 0.241850 -0.123623 -0.090605
22146 0.292036 -0.086444 -0.082705
22147 0.342806 -0.106943 -0.121388
22148 0.164760 0.128317 0.008407
22149 0.108709 0.231469 0.135370
22150 0.189488 0.288521 0.088508
22151 0.275030 0.261761 0.077300
22152 0.317236 0.228192 0.019344
22153 0.358165 0.223332 -0.018476
22154 0.285541 0.286755 0.020577
22155 0.162742 0.328762 0.106693
22156 0.089479 0.312282 0.123280
22157 0.112905 0.281536 0.079167
22158 0.194087 0.194765 0.045699
22159 0.234387 0.130078 -0.012674
22160 0.249738 0.086655 -0.052045
22161 0.220085 0.116321 -0.025935
22162 0.127948 0.101047 0.014395
22163 0.087314 0.101763 0.018686
22164 0.060542 0.050986 -0.025242
22165 0.070561 0.044500 -0.050696
22166 0.183789 -0.054871 -0.048147
22167 0.144774 -0.068728 -0.034090
22168 0.024083 0.002362 -0.010362
22169 -0.037906 0.025082 -0.005642
22170 0.059815 0.081765 0.047212
22171 0.046371 0.051082 -0.021962
22172 0.049402 -0.000082 -0.056977
