// General information: 
//  MT Manager version: 2020.0.2 
//  XDA version: 2020.0.2 build 5355 rev 106296 built on 2020-10-15
// Device information: 
//  DeviceId: 008002103C
//  ProductCode: MTi-680G-8A1G6
//  Firmware Version: 1.2.2
//  Hardware Version: 1.0.0
// Device settings: 
//  Filter Profile: General_RTK(24.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
// PacketCounter FreeAcc_E FreeAcc_N FreeAcc_U Roll Pitch Yaw
30078 -0.018774 -0.015117 0.011756 1.525884 -0.613240 -14.387574
30079 -0.026746 -0.021802 0.010369 1.526168 -0.613356 -14.387405
30080 -0.004590 -0.019587 -0.023596 1.526228 -0.613526 -14.386938
30081 -0.024923 -0.007480 -0.020013 1.526062 -0.613755 -14.386793
30082 -0.018199 -0.000121 -0.015725 1.525270 -0.613834 -14.386290
30083 -0.024758 -0.021299 -0.013371 1.525242 -0.613236 -14.386033
30084 -0.019973 -0.020217 -0.017291 1.525334 -0.613885 -14.385993
30085 0.001227 -0.005832 -0.023703 1.525936 -0.614098 -14.385611
30086 -0.004060 -0.020990 -0.007401 1.525722 -0.614168 -14.385444
30087 -0.008820 -0.005659 0.023786 1.525725 -0.614187 -14.385019
30088 0.005244 -0.028298 -0.001593 1.525514 -0.613928 -14.384982
30089 -0.011649 -0.023026 -0.006241 1.525490 -0.614390 -14.385177
30090 -0.014450 -0.002828 0.002265 1.525391 -0.614450 -14.385048
30091 0.012825 -0.002397 0.010730 1.525567 -0.614956 -14.384929
30092 -0.003509 -0.035341 0.025906 1.525299 -0.614740 -14.385459
30093 -0.010583 -0.040661 0.003361 1.525416 -0.614477 -14.385091
30094 -0.001671 -0.025356 -0.005533 1.525079 -0.614396 -14.385502
30095 -0.015728 -0.019358 -0.006085 1.525251 -0.615069 -14.385228
30096 0.014903 -0.038103 0.009247 1.525046 -0.615399 -14.384991
30097 -0.014163 -0.030256 0.008910 1.525197 -0.615230 -14.384647
30098 0.004858 -0.021505 0.017186 1.524979 -0.615463 -14.384596
30099 0.007605 -0.004458 0.000216 1.525113 -0.615416 -14.384861
30100 -0.026879 -0.005149 0.026183 1.524539 -0.615566 -14.384450
30101 -0.029299 -0.008345 0.018700 1.525005 -0.616038 -14.384419
30102 -0.004559 -0.029255 0.009292 1.525059 -0.616915 -14.384183
30103 -0.010807 -0.013131 -0.003419 1.524960 -0.616712 -14.383857
30104 -0.009669 -0.008501 0.001526 1.525038 -0.617104 -14.383522
30105 -0.010371 -0.012219 0.015311 1.525169 -0.617876 -14.383130
30106 -0.018814 -0.025286 -0.001525 1.524380 -0.617665 -14.382484
30107 -0.028608 -0.041990 -0.025880 1.524598 -0.618211 -14.382188
30108 0.010369 -0.010299 -0.005923 1.525163 -0.618578 -14.382188
30109 0.001472 -0.013439 -0.007601 1.525439 -0.618931 -14.381869
30110 -0.018165 -0.012949 -0.001721 1.525831 -0.619240 -14.381286
30111 -0.007210 -0.032197 -0.019559 1.525377 -0.619454 -14.380905
30112 -0.015155 -0.011227 -0.012221 1.525477 -0.619998 -14.380938
30113 -0.011685 -0.002407 0.003952 1.525422 -0.620775 -14.381073
30114 0.007019 -0.004201 0.002897 1.525491 -0.621177 -14.380811
30115 -0.016576 -0.023417 -0.009615 1.525338 -0.621336 -14.380681
30116 -0.018233 -0.016752 -0.006389 1.525467 -0.621371 -14.380887
30117 0.004625 -0.009828 -0.010106 1.525350 -0.622097 -14.380591
30118 -0.002931 -0.033758 0.019549 1.525136 -0.622127 -14.380068
30119 -0.003002 -0.001824 0.001801 1.524923 -0.622349 -14.379923
30120 -0.002727 -0.030491 -0.005794 1.525197 -0.622444 -14.379958
30121 0.006312 -0.023313 0.006215 1.525345 -0.622871 -14.379395
30122 -0.003354 -0.026198 0.024610 1.525092 -0.622913 -14.379244
30123 -0.002446 -0.017759 0.014732 1.525482 -0.622562 -14.379418
30124 -0.009699 -0.021699 0.004450 1.525616 -0.622328 -14.379334
30125 -0.001915 -0.007038 -0.000396 1.525747 -0.622001 -14.379286
30126 -0.010441 -0.014362 0.005919 1.525621 -0.622177 -14.379252
30127 -0.002215 -0.006045 0.006751 1.525441 -0.621624 -14.379215
30128 0.009676 -0.026618 0.017093 1.525639 -0.621196 -14.379092
30129 -0.001689 -0.018365 0.004257 1.525817 -0.620848 -14.378767
30130 -0.013314 -0.012214 0.003366 1.525550 -0.620956 -14.378729
30131 -0.026684 -0.012370 0.014724 1.525648 -0.620591 -14.378816
30132 -0.025888 -0.026007 0.007242 1.525644 -0.621015 -14.378744
30133 -0.012887 -0.031672 -0.021070 1.525853 -0.621111 -14.378628
30134 -0.007357 -0.012009 -0.015441 1.526069 -0.620908 -14.378554
30135 -0.009366 -0.024205 0.008239 1.526326 -0.620606 -14.378485
30136 -0.006640 -0.038480 -0.001610 1.525971 -0.620894 -14.378278
30137 -0.000407 -0.037310 0.003343 1.525989 -0.621132 -14.378337
30138 -0.015266 -0.026140 -0.010224 1.526266 -0.621017 -14.377917
30139 0.004981 0.003560 -0.000673 1.526464 -0.621215 -14.377931
30140 0.001345 -0.014600 -0.003136 1.526350 -0.621177 -14.377475
30141 0.003507 -0.013567 -0.002768 1.526368 -0.621000 -14.377304
30142 -0.004488 -0.014450 0.007215 1.526349 -0.621152 -14.376890
30143 0.012620 -0.015754 -0.003735 1.526393 -0.620781 -14.376784
30144 -0.002149 -0.017154 -0.004164 1.526518 -0.620594 -14.376759
30145 0.004422 -0.014128 -0.000092 1.526689 -0.619994 -14.376706
30146 -0.023200 -0.020438 -0.005743 1.526386 -0.619444 -14.376487
30147 -0.016098 -0.028352 -0.006595 1.526326 -0.619084 -14.376264
30148 -0.000653 -0.023697 -0.013929 1.526674 -0.618713 -14.375939
30149 -0.008651 -0.029271 0.006843 1.526727 -0.618356 -14.376074
30150 -0.026167 -0.035638 0.019776 1.527048 -0.618290 -14.375507
30151 -0.018582 -0.020109 -0.008548 1.527049 -0.618196 -14.375584
30152 -0.008138 -0.016837 0.003633 1.527032 -0.617953 -14.375557
30153 -0.004456 -0.013376 0.003943 1.527141 -0.617437 -14.375247
30154 -0.009525 0.003480 0.013690 1.527026 -0.617026 -14.374803
30155 -0.028572 -0.014601 0.006723 1.527056 -0.617128 -14.374667
30156 -0.027135 -0.007064 0.015149 1.527127 -0.617026 -14.374976
30157 -0.007570 0.006319 0.001819 1.527111 -0.617935 -14.374667
30158 0.007855 0.002879 0.023779 1.526806 -0.618569 -14.374492
30159 -0.022178 -0.037489 0.013935 1.526384 -0.618895 -14.374187
30160 -0.028181 -0.025864 -0.005573 1.526525 -0.619137 -14.374251
30161 0.014035 -0.003996 -0.004968 1.526267 -0.619321 -14.373882
30162 -0.005062 -0.031572 0.015489 1.526235 -0.619806 -14.373608
30163 -0.014716 -0.036458 0.018190 1.526074 -0.619820 -14.373501
30164 0.011622 -0.032051 -0.005898 1.525806 -0.619927 -14.373112
30165 -0.005718 -0.014709 -0.000355 1.526173 -0.619861 -14.372776
30166 -0.001229 -0.026661 -0.015867 1.526614 -0.619616 -14.372829
30167 -0.026888 -0.023783 -0.003193 1.526154 -0.619711 -14.372075
30168 -0.016866 -0.012860 0.017269 1.525771 -0.619747 -14.371517
30169 -0.005980 -0.000660 -0.023479 1.525743 -0.619779 -14.371276
30170 -0.002243 -0.002807 -0.012018 1.525262 -0.620004 -14.370822
30171 -0.015473 -0.020104 0.015308 1.524928 -0.619596 -14.371251
30172 -0.013357 -0.024241 0.017035 1.524804 -0.619482 -14.371150
30173 -0.015094 -0.018585 0.008954 1.524853 -0.619915 -14.371049
30174 -0.006015 -0.027703 -0.018673 1.524966 -0.619740 -14.371177
30175 0.016053 -0.014225 0.000381 1.524809 -0.619754 -14.371021
30176 -0.003745 -0.036946 0.001685 1.524566 -0.619787 -14.371111
30177 -0.017846 -0.034240 0.004298 1.524528 -0.619630 -14.371113
30178 -0.011072 -0.064984 -0.013991 1.524780 -0.619915 -14.371398
30179 0.032587 -0.014679 0.016085 1.524816 -0.619668 -14.371173
30180 0.038005 -0.014579 0.048187 1.524928 -0.619161 -14.370921
30181 -0.000454 -0.025870 -0.010284 1.525160 -0.618810 -14.370802
30182 -0.036380 -0.015500 -0.021320 1.525236 -0.618472 -14.370959
30183 -0.032089 0.007392 -0.000826 1.525326 -0.618285 -14.371059
30184 -0.042221 -0.002062 0.003600 1.525243 -0.618042 -14.370871
30185 -0.028936 -0.008093 0.033097 1.525234 -0.618612 -14.370742
30186 -0.011779 -0.008995 0.024188 1.525267 -0.618833 -14.370872
30187 -0.012529 -0.022889 0.001912 1.525271 -0.619106 -14.370843
30188 -0.006337 -0.003741 -0.002975 1.525317 -0.619521 -14.370833
30189 -0.000195 -0.028497 0.007671 1.525433 -0.618812 -14.370879
30190 -0.005688 -0.028017 0.017224 1.525425 -0.618650 -14.370934
30191 -0.019278 -0.021200 0.002886 1.525616 -0.617897 -14.371240
30192 0.000821 -0.028489 -0.000587 1.526036 -0.618048 -14.371176
30193 0.000549 -0.029432 0.000912 1.526100 -0.617432 -14.370672
30194 -0.004624 -0.016371 0.018728 1.526428 -0.617163 -14.370919
30195 -0.032226 -0.037962 -0.004663 1.526715 -0.616775 -14.371101
30196 -0.012934 -0.038655 -0.026913 1.527205 -0.616357 -14.371492
30197 -0.007449 -0.014754 -0.012573 1.527919 -0.616151 -14.371136
30198 -0.001805 0.002954 0.002340 1.528108 -0.615492 -14.370684
30199 -0.012468 -0.040509 -0.003169 1.527891 -0.614553 -14.370273
30200 -0.002689 -0.015074 -0.013102 1.527371 -0.614267 -14.370221
30201 -0.024486 -0.006489 -0.011389 1.527644 -0.613733 -14.369903
30202 -0.025911 -0.008781 0.024670 1.527866 -0.613428 -14.369746
30203 -0.025264 -0.021961 -0.000404 1.528381 -0.612839 -14.369763
30204 -0.016150 -0.040971 -0.005939 1.528328 -0.612888 -14.369429
30205 -0.012551 -0.035029 -0.020409 1.528384 -0.612627 -14.369098
30206 0.006135 -0.013765 -0.007198 1.528144 -0.612656 -14.369309
30207 0.005696 -0.000582 0.017145 1.528400 -0.612532 -14.369672
30208 -0.016139 -0.006712 0.016110 1.528698 -0.612781 -14.369651
30209 -0.009809 -0.030669 0.003784 1.528709 -0.613203 -14.369255
30210 -0.017205 -0.030329 -0.002510 1.528725 -0.613323 -14.369170
30211 0.003920 -0.014162 0.013131 1.528758 -0.613178 -14.369044
30212 -0.001569 -0.028209 0.000212 1.528491 -0.613679 -14.369253
30213 -0.008462 -0.030221 0.002815 1.528832 -0.613390 -14.369650
30214 -0.019947 -0.025503 0.008169 1.529080 -0.613436 -14.369547
30215 -0.018405 -0.024021 0.004340 1.528809 -0.613226 -14.369666
30216 -0.015542 -0.014748 0.008802 1.528469 -0.613392 -14.369479
30217 -0.007009 -0.023814 0.003441 1.528269 -0.612750 -14.369333
30218 -0.044911 0.009593 -0.004753 1.528427 -0.612649 -14.369161
30219 -0.013801 -0.012538 -0.009007 1.528478 -0.613012 -14.369263
30220 -0.006048 -0.005977 0.003798 1.527862 -0.613648 -14.369259
30221 -0.019695 -0.023461 -0.007214 1.527631 -0.614269 -14.369024
30222 -0.008275 -0.019557 0.002826 1.527421 -0.615126 -14.369003
30223 0.015318 -0.015058 -0.006161 1.527714 -0.615309 -14.368936
30224 0.010734 -0.014825 0.008962 1.527754 -0.615426 -14.368498
30225 0.007786 -0.034686 0.009382 1.527879 -0.615552 -14.368213
30226 -0.020353 -0.046537 -0.004561 1.527800 -0.615999 -14.367654
30227 -0.016107 -0.028205 -0.026866 1.527961 -0.615769 -14.367471
30228 0.013277 -0.015963 -0.015085 1.528129 -0.616219 -14.367318
30229 0.015691 -0.012118 0.009375 1.528042 -0.616489 -14.366995
30230 -0.010383 -0.013506 0.018245 1.527125 -0.616612 -14.366719
30231 -0.024512 -0.034206 -0.008591 1.527359 -0.616721 -14.366637
30232 0.010191 -0.011765 -0.023482 1.527421 -0.616761 -14.366339
30233 -0.005471 -0.010695 0.002918 1.527391 -0.617119 -14.366098
30234 -0.019827 -0.000427 0.008133 1.527289 -0.616805 -14.366305
30235 -0.015138 -0.028302 0.008785 1.527269 -0.617104 -14.366137
30236 -0.023916 -0.019096 -0.007134 1.527276 -0.617190 -14.365988
30237 -0.008613 -0.008917 -0.000627 1.526891 -0.618063 -14.365865
30238 -0.007567 -0.002997 0.017299 1.526976 -0.618480 -14.365688
30239 0.004423 -0.008650 0.018541 1.526787 -0.618825 -14.365210
30240 -0.009762 -0.022954 0.015823 1.526853 -0.618784 -14.365256
30241 0.005968 -0.018272 -0.000662 1.527104 -0.619074 -14.365516
30242 0.013347 -0.013958 0.023559 1.527105 -0.618810 -14.365476
30243 0.010979 -0.035932 0.021625 1.526874 -0.618455 -14.365271
30244 -0.012713 -0.022161 0.005055 1.527058 -0.618370 -14.365035
30245 -0.004290 -0.007166 -0.013369 1.526917 -0.618812 -14.364644
30246 0.008988 -0.023624 -0.002598 1.526988 -0.618728 -14.364711
30247 -0.001553 -0.023201 0.008940 1.526355 -0.618785 -14.364507
30248 -0.028038 -0.032862 -0.005810 1.526088 -0.618399 -14.364411
30249 -0.028194 -0.026961 -0.005056 1.525958 -0.619015 -14.364060
30250 -0.010784 0.002934 -0.020264 1.525643 -0.619381 -14.363812
30251 -0.010334 -0.006804 -0.007648 1.525335 -0.619331 -14.363799
30252 -0.008608 -0.006120 -0.008579 1.525239 -0.619392 -14.363624
30253 -0.018341 -0.025042 -0.027124 1.524745 -0.619112 -14.363217
30254 -0.003689 -0.030921 -0.008882 1.524637 -0.619423 -14.363208
30255 -0.029349 -0.035517 -0.017465 1.524475 -0.619656 -14.363032
30256 0.008378 -0.024724 -0.008033 1.524351 -0.619821 -14.362805
30257 -0.010056 -0.033528 0.007813 1.524276 -0.620544 -14.362331
30258 -0.029729 -0.005855 -0.012327 1.523960 -0.621152 -14.362078
30259 -0.007218 -0.008645 -0.004159 1.523872 -0.620965 -14.361485
30260 0.000867 -0.018695 0.008245 1.523651 -0.621287 -14.361407
30261 -0.000715 -0.005016 0.024323 1.523212 -0.622022 -14.361289
30262 -0.023199 -0.007538 0.018514 1.522862 -0.622292 -14.361534
30263 -0.005090 -0.031869 0.021363 1.522732 -0.622960 -14.360774
30264 -0.000245 -0.032192 0.026801 1.522274 -0.623562 -14.360682
30265 -0.014619 -0.006871 0.015836 1.522549 -0.624319 -14.360381
30266 -0.012808 -0.028836 0.022657 1.522244 -0.624156 -14.360265
30267 -0.012590 -0.036408 0.019030 1.522577 -0.624715 -14.360298
30268 -0.012983 -0.026193 0.007910 1.522790 -0.625317 -14.360463
30269 -0.005774 -0.023539 -0.001780 1.522802 -0.625476 -14.361069
30270 -0.009887 -0.013556 -0.002215 1.522622 -0.625914 -14.360986
30271 -0.013823 -0.009200 0.007024 1.522152 -0.627451 -14.361114
30272 -0.021648 -0.034349 -0.004208 1.521926 -0.628213 -14.360749
30273 -0.006972 -0.003718 0.001449 1.521647 -0.628598 -14.360315
30274 -0.006874 -0.014550 0.013747 1.521406 -0.628974 -14.360284
30275 -0.004686 -0.046616 0.000286 1.521245 -0.629638 -14.359701
30276 -0.023969 -0.011261 0.000815 1.521178 -0.629918 -14.359705
30277 -0.005891 -0.021215 -0.013532 1.520975 -0.630834 -14.359543
30278 0.011245 -0.024569 0.000093 1.521267 -0.631194 -14.359721
30279 -0.003676 -0.020711 -0.003105 1.520824 -0.631729 -14.359906
30280 -0.013946 -0.036569 -0.005246 1.520437 -0.631778 -14.359318
30281 -0.001156 -0.018020 -0.024249 1.520692 -0.632347 -14.358659
30282 -0.007342 -0.014210 -0.000224 1.520797 -0.633162 -14.358521
30283 -0.023139 -0.036810 0.017875 1.520928 -0.633358 -14.358223
30284 -0.009718 -0.022789 -0.002943 1.520544 -0.633803 -14.357836
30285 -0.009483 -0.017934 -0.006665 1.520753 -0.634311 -14.358021
30286 -0.026052 0.000985 0.001592 1.520803 -0.634613 -14.358075
30287 -0.024809 -0.003060 -0.003444 1.520661 -0.634443 -14.357895
30288 -0.029246 -0.029113 -0.001400 1.520262 -0.634635 -14.357399
30289 -0.014303 -0.010818 -0.006801 1.520772 -0.635138 -14.357252
30290 0.001662 -0.006969 0.006922 1.520710 -0.635557 -14.357353
30291 0.011351 -0.002173 -0.002532 1.520585 -0.636197 -14.357252
30292 0.001498 -0.023821 0.012042 1.520513 -0.636392 -14.357429
30293 0.007092 -0.019166 0.010742 1.520266 -0.636638 -14.357669
30294 -0.011585 -0.021639 -0.008815 1.520154 -0.637090 -14.357393
30295 -0.016665 -0.012163 -0.004966 1.519948 -0.637671 -14.357183
30296 -0.008883 -0.005045 0.017278 1.519710 -0.638013 -14.357089
30297 -0.020144 -0.024819 0.024025 1.520089 -0.638254 -14.356835
30298 -0.016779 -0.015766 0.017712 1.520692 -0.638728 -14.356843
30299 -0.016105 -0.035785 -0.014294 1.520525 -0.638506 -14.356791
30300 -0.007533 -0.027281 0.005609 1.520444 -0.639178 -14.356905
30301 -0.010995 0.000505 0.007786 1.520552 -0.639680 -14.356605
30302 -0.003040 -0.021163 0.008168 1.520715 -0.640556 -14.356403
30303 -0.003027 -0.017329 -0.003739 1.520631 -0.641385 -14.356510
30304 -0.009373 -0.016779 0.008714 1.520864 -0.642321 -14.356221
30305 -0.004152 -0.036368 0.001057 1.520735 -0.642844 -14.356317
30306 -0.009706 -0.022030 0.010544 1.520691 -0.643722 -14.356229
30307 -0.003909 -0.021909 -0.024412 1.520660 -0.644592 -14.356002
30308 0.018673 -0.030802 -0.002920 1.520360 -0.644990 -14.356151
30309 -0.012103 -0.023440 0.010209 1.520068 -0.644960 -14.356359
30310 -0.004848 -0.022653 0.007396 1.519907 -0.644790 -14.356205
30311 -0.029221 -0.042112 -0.001682 1.519716 -0.645379 -14.356022
30312 -0.007736 -0.024017 -0.003710 1.519172 -0.645542 -14.356121
30313 -0.012086 -0.030818 0.008918 1.519367 -0.646250 -14.355716
30314 0.004033 -0.025220 0.019728 1.519392 -0.646131 -14.355174
30315 0.002900 -0.034166 0.012348 1.519028 -0.646902 -14.354805
30316 -0.003875 -0.015456 0.005666 1.518854 -0.646762 -14.354896
30317 0.008190 -0.008124 0.009573 1.518369 -0.646786 -14.354866
30318 -0.019314 -0.007957 -0.002283 1.518083 -0.646769 -14.354243
30319 -0.011165 -0.029070 0.006270 1.517881 -0.646113 -14.354227
30320 -0.001658 -0.022604 -0.006103 1.517796 -0.646505 -14.353913
30321 -0.022114 -0.023747 -0.017934 1.517791 -0.646908 -14.353645
30322 -0.005925 -0.026089 0.006698 1.517884 -0.647356 -14.353541
30323 0.002777 -0.022787 0.013846 1.518526 -0.647684 -14.353589
30324 -0.011431 -0.013296 0.000720 1.518883 -0.647715 -14.353193
30325 -0.004223 -0.015556 -0.003690 1.518864 -0.648374 -14.352939
30326 0.016147 -0.026555 -0.010666 1.519015 -0.648698 -14.352466
30327 -0.012653 -0.016221 -0.005901 1.519001 -0.648888 -14.352371
30328 -0.017626 -0.017755 -0.010221 1.519103 -0.649191 -14.351832
30329 -0.016429 -0.028190 -0.010152 1.519024 -0.649584 -14.352318
30330 -0.006110 -0.016355 0.000842 1.518586 -0.649519 -14.352149
30331 -0.025952 -0.027604 -0.003128 1.518496 -0.649539 -14.352196
30332 -0.011141 -0.032632 0.007964 1.518521 -0.649630 -14.352594
30333 -0.011248 -0.027496 -0.010329 1.519190 -0.650115 -14.352511
30334 -0.018045 -0.024545 -0.010881 1.519092 -0.650827 -14.352465
30335 -0.011781 -0.027702 -0.006671 1.518887 -0.651203 -14.352252
30336 -0.000829 -0.022948 0.001861 1.518708 -0.651533 -14.352304
30337 -0.020239 -0.028775 0.009186 1.518716 -0.652311 -14.352260
30338 -0.016781 -0.029393 -0.011303 1.518575 -0.653124 -14.352397
30339 -0.015415 -0.025748 -0.005038 1.518821 -0.653602 -14.351658
30340 -0.014980 -0.015914 -0.015681 1.518520 -0.654531 -14.351705
30341 -0.005358 -0.017452 -0.002474 1.518650 -0.655052 -14.352045
30342 -0.000035 -0.030046 0.015486 1.518841 -0.655355 -14.351684
30343 0.010580 -0.019765 -0.019702 1.518883 -0.655838 -14.351514
30344 -0.017595 -0.015443 -0.002428 1.518563 -0.656320 -14.351425
30345 0.012081 -0.015671 0.028122 1.518736 -0.656481 -14.350904
30346 0.001940 -0.013115 0.012835 1.518935 -0.656895 -14.350591
30347 -0.020278 -0.024302 0.017386 1.518936 -0.657491 -14.350118
30348 -0.007052 -0.022246 0.005689 1.518265 -0.657995 -14.350218
30349 -0.020196 -0.002501 0.019882 1.518205 -0.658617 -14.350225
30350 -0.004982 -0.026836 0.029877 1.517867 -0.658905 -14.350320
30351 -0.003764 -0.037593 0.011833 1.517358 -0.659377 -14.350454
30352 -0.005275 -0.014676 0.000192 1.517311 -0.660246 -14.350354
30353 0.013469 -0.008535 0.002860 1.517453 -0.660377 -14.350217
30354 -0.010275 -0.027589 0.028816 1.517684 -0.660398 -14.350237
30355 -0.006756 -0.007013 0.010030 1.517750 -0.661236 -14.350497
30356 -0.007007 -0.023064 -0.014785 1.517778 -0.662542 -14.350370
30357 0.020085 -0.006013 -0.012576 1.517875 -0.663016 -14.350341
30358 0.005110 -0.002878 0.000512 1.517530 -0.662972 -14.349652
30359 -0.004689 -0.022894 0.012978 1.517252 -0.663117 -14.349502
30360 -0.005397 -0.019903 -0.002806 1.517445 -0.663053 -14.349398
30361 0.000974 -0.008505 -0.042574 1.517585 -0.663744 -14.349611
30362 0.009842 -0.005456 -0.010408 1.517496 -0.663987 -14.349293
30363 0.001583 -0.017898 0.004426 1.517592 -0.663712 -14.349363
30364 -0.032647 -0.022851 -0.019099 1.517675 -0.663681 -14.349482
30365 -0.014728 -0.026341 -0.011083 1.517661 -0.663926 -14.349225
30366 0.013871 -0.027054 -0.008942 1.518329 -0.664274 -14.349322
30367 0.000263 -0.010062 0.031251 1.518093 -0.664969 -14.349165
30368 -0.008774 -0.029841 0.012246 1.517727 -0.664812 -14.349017
30369 -0.008027 -0.025449 0.007900 1.517542 -0.665147 -14.348660
30370 0.010078 -0.023910 -0.017573 1.517386 -0.665254 -14.348247
30371 -0.015102 -0.004089 -0.007553 1.517241 -0.665433 -14.347878
30372 -0.018020 -0.018836 0.000573 1.517150 -0.666031 -14.348398
30373 -0.014120 -0.019793 0.012069 1.516820 -0.666032 -14.348797
30374 -0.014148 -0.021946 -0.013619 1.516997 -0.666070 -14.348587
30375 -0.013757 -0.009755 0.013691 1.517609 -0.666142 -14.348729
30376 -0.011452 -0.015098 0.019861 1.517787 -0.666111 -14.348513
30377 -0.038760 -0.013839 0.013798 1.517786 -0.666202 -14.348333
30378 -0.003201 -0.013898 0.000642 1.517226 -0.666336 -14.348159
30379 -0.012510 -0.025197 -0.011395 1.517366 -0.666851 -14.348401
30380 0.008650 -0.029420 0.008492 1.517348 -0.667218 -14.348136
30381 -0.008439 -0.034118 0.027781 1.517033 -0.667091 -14.348015
30382 0.005423 -0.019598 0.003649 1.517046 -0.667435 -14.347973
30383 -0.008554 -0.028083 0.001248 1.516825 -0.667280 -14.348050
30384 -0.014059 -0.010421 0.020226 1.516627 -0.667555 -14.347894
30385 -0.030787 -0.009689 0.005085 1.516299 -0.667797 -14.347754
30386 -0.013014 -0.020460 0.003632 1.516398 -0.668299 -14.347891
30387 -0.026883 -0.042057 -0.000854 1.516294 -0.668056 -14.347487
30388 -0.014416 -0.025258 -0.003684 1.516344 -0.668114 -14.347483
30389 -0.005424 -0.008641 0.013457 1.516291 -0.668527 -14.347123
30390 -0.029119 -0.025914 0.036279 1.516323 -0.668820 -14.346871
30391 -0.000317 -0.029212 0.016420 1.516204 -0.668985 -14.346523
30392 0.012086 -0.013986 -0.016929 1.515753 -0.669064 -14.346675
30393 -0.007487 -0.005270 -0.001314 1.515711 -0.669656 -14.346809
30394 -0.026544 -0.023389 0.014318 1.515497 -0.670126 -14.346426
30395 -0.014430 -0.035972 0.007402 1.515516 -0.670185 -14.346184
30396 -0.017319 -0.023738 -0.017393 1.515024 -0.670699 -14.346057
30397 -0.012258 -0.021031 -0.001521 1.515155 -0.670935 -14.346149
30398 -0.007116 -0.004460 0.011611 1.515139 -0.670632 -14.345812
30399 -0.012248 -0.031573 0.008661 1.515135 -0.671362 -14.345861
