// General information: 
//  MT Manager version: 2020.0.2 
//  XDA version: 2020.0.2 build 5355 rev 106296 built on 2020-10-15
// Device information: 
//  DeviceId: 008002103C
//  ProductCode: MTi-680G-8A1G6
//  Firmware Version: 1.2.2
//  Hardware Version: 1.0.0
// Device settings: 
//  Filter Profile: General_RTK(24.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
// PacketCounter FreeAcc_E FreeAcc_N FreeAcc_U Roll Pitch Yaw
63209 0.003106 0.018395 -0.008957 1.025128 -5.489663 55.697310
63210 0.006354 0.030559 -0.007673 1.025253 -5.489368 55.696953
63211 0.021041 -0.005240 -0.010209 1.025153 -5.489124 55.697020
63212 0.004158 0.033930 -0.003085 1.025248 -5.488802 55.697439
63213 0.003219 0.037980 -0.007524 1.025006 -5.488973 55.697420
63214 -0.002005 0.047343 0.025775 1.025036 -5.488468 55.697497
63215 0.026869 0.037630 -0.005841 1.025322 -5.488533 55.697522
63216 0.024108 0.040732 -0.004764 1.025500 -5.488347 55.697148
63217 0.023325 0.033991 -0.004416 1.025710 -5.488282 55.697078
63218 0.005801 0.018002 0.014287 1.026019 -5.488522 55.697427
63219 0.023932 0.035086 0.005898 1.026068 -5.488783 55.697341
63220 0.034558 0.027984 0.011139 1.025797 -5.488767 55.697094
63221 0.009712 0.035076 0.000334 1.025537 -5.489097 55.696771
63222 0.000820 0.022880 -0.012822 1.024969 -5.489185 55.696854
63223 0.013656 0.023063 0.007263 1.025088 -5.488778 55.696973
63224 0.029497 0.019129 0.008121 1.025159 -5.488148 55.697286
63225 0.010364 -0.002698 0.025491 1.025160 -5.488191 55.697474
63226 0.006215 0.034033 0.001760 1.024727 -5.488186 55.697663
63227 0.033090 0.017898 -0.014347 1.024942 -5.487875 55.697948
63228 0.009501 0.009296 -0.020088 1.025212 -5.487980 55.697957
63229 0.025870 0.015575 0.016521 1.025122 -5.487898 55.697981
63230 0.013549 -0.001367 -0.001365 1.024760 -5.487755 55.697933
63231 0.009657 0.019745 0.000655 1.025152 -5.487519 55.697854
63232 0.003398 0.015417 0.012772 1.024860 -5.487930 55.697834
63233 0.035915 0.004360 -0.012086 1.025003 -5.488344 55.697885
63234 0.016708 0.008078 -0.019915 1.025149 -5.488079 55.697957
63235 0.010616 0.017173 0.001551 1.024904 -5.488156 55.698111
63236 0.015739 -0.013544 -0.003649 1.024720 -5.488680 55.697561
63237 -0.009137 -0.016881 0.013093 1.024498 -5.488854 55.696872
63238 0.013783 -0.003982 -0.001100 1.023860 -5.488542 55.696658
63239 0.000993 0.005008 0.002226 1.024280 -5.488758 55.696099
63240 -0.002321 0.027017 -0.000271 1.024004 -5.488752 55.695645
63241 -0.006713 0.007472 0.025025 1.023666 -5.489026 55.695173
63242 0.008483 0.017788 0.012288 1.023569 -5.488710 55.694956
63243 0.014611 0.007513 0.011396 1.023212 -5.488953 55.694049
63244 0.023963 0.025385 0.011180 1.022812 -5.489013 55.693603
63245 -0.001749 0.017988 0.012626 1.023314 -5.489199 55.692998
63246 0.003528 -0.001266 0.018270 1.022298 -5.489367 55.692593
63247 0.001681 0.016853 -0.001844 1.021841 -5.488848 55.692063
63248 0.008572 0.009963 -0.001958 1.021626 -5.488417 55.691566
63249 -0.005704 0.019101 -0.004623 1.021829 -5.488490 55.690949
63250 0.008189 0.025044 0.021203 1.021748 -5.488557 55.689764
63251 0.024406 0.021616 -0.011549 1.021273 -5.488554 55.689292
63252 0.027412 0.033809 -0.012027 1.020863 -5.488223 55.688603
63253 -0.004148 0.037280 -0.026470 1.020920 -5.488226 55.687885
63254 0.001593 0.017278 0.001437 1.020914 -5.488605 55.687405
63255 0.008499 0.036259 -0.014481 1.020597 -5.488996 55.686790
63256 0.021177 0.007417 -0.015021 1.020340 -5.489332 55.686492
63257 0.028012 0.053590 -0.014715 1.020619 -5.489425 55.686200
63258 0.021625 0.041179 -0.011740 1.020470 -5.489475 55.685623
63259 0.035934 0.032177 -0.010588 1.020141 -5.489761 55.685367
63260 0.020312 0.028900 -0.007792 1.020061 -5.489407 55.685274
63261 0.001961 0.033761 -0.018551 1.019780 -5.489329 55.684727
63262 0.000347 0.027703 -0.006370 1.020177 -5.488912 55.683820
63263 0.009930 0.041717 -0.000768 1.020123 -5.488594 55.683474
63264 0.025317 0.029764 0.019300 1.019922 -5.488665 55.683455
63265 0.012091 0.030044 0.002686 1.019794 -5.488850 55.683288
63266 0.005249 0.029293 0.011669 1.019903 -5.488835 55.683243
63267 0.021981 0.021317 0.017006 1.020090 -5.488946 55.683098
63268 0.014034 0.023095 0.005996 1.019763 -5.488929 55.682562
63269 0.030006 0.017931 0.013449 1.019639 -5.489100 55.682437
63270 0.024047 0.034521 -0.013112 1.019615 -5.489204 55.682395
63271 -0.004990 0.041899 -0.001160 1.019508 -5.489501 55.682328
63272 0.021188 0.030219 0.012649 1.019362 -5.489248 55.682334
63273 0.026278 0.027660 0.016926 1.019314 -5.488867 55.682271
63274 0.014638 0.044615 -0.003555 1.019554 -5.488654 55.682303
63275 0.007377 0.035325 -0.003644 1.019607 -5.488603 55.682673
63276 0.014924 0.025745 -0.000916 1.019837 -5.488848 55.682613
63277 0.023024 0.023086 -0.000358 1.019862 -5.488817 55.682481
63278 0.006068 0.020753 -0.015288 1.020021 -5.489304 55.682521
63279 0.012110 0.018760 -0.001485 1.019777 -5.488900 55.682471
63280 0.004720 0.014573 0.005175 1.019853 -5.488706 55.682230
63281 0.023853 0.019955 -0.003317 1.019830 -5.488581 55.681866
63282 0.011369 0.010746 0.000589 1.019741 -5.488546 55.681556
63283 0.012618 0.021977 0.012999 1.019912 -5.488620 55.681422
63284 -0.000453 0.033534 0.005537 1.019873 -5.488355 55.681319
63285 0.025474 0.024987 -0.004398 1.020154 -5.487695 55.681368
63286 0.026293 0.015377 0.010107 1.020049 -5.487821 55.681680
63287 0.022133 0.031660 0.006449 1.020390 -5.486855 55.681704
63288 0.027942 0.012706 -0.003738 1.020536 -5.486673 55.681914
63289 0.007733 0.012918 -0.002181 1.020540 -5.485852 55.681806
63290 0.023361 0.017951 0.004761 1.020692 -5.484837 55.681680
63291 0.008806 0.015268 0.005244 1.020718 -5.485004 55.681750
63292 -0.001336 0.018654 -0.013650 1.021073 -5.485382 55.681611
63293 -0.001305 0.035649 -0.014562 1.021483 -5.484525 55.681448
63294 0.001058 -0.002867 -0.005842 1.021739 -5.484325 55.681407
63295 0.028075 0.025143 -0.001432 1.021733 -5.484534 55.680932
63296 0.015306 -0.014211 -0.000278 1.021946 -5.484530 55.680704
63297 -0.013486 0.025731 0.000285 1.022109 -5.484136 55.681079
63298 0.008789 0.007041 0.005167 1.022188 -5.484079 55.680696
63299 0.012171 0.025224 0.005730 1.022468 -5.484096 55.680621
63300 0.006617 0.008284 -0.018618 1.022760 -5.483884 55.680360
63301 0.014883 0.023725 0.004377 1.022941 -5.483438 55.679922
63302 0.004509 0.009839 -0.003345 1.023016 -5.482731 55.679546
63303 0.018324 0.017378 0.005349 1.023400 -5.482871 55.678878
63304 0.007791 0.023440 0.011414 1.023017 -5.482813 55.678824
63305 -0.006243 0.018474 0.009398 1.022875 -5.482068 55.679253
63306 0.012279 0.030124 -0.006656 1.022938 -5.482013 55.679046
63307 0.009013 0.019057 0.018671 1.023062 -5.481873 55.678615
63308 0.010291 0.017585 0.024529 1.023993 -5.481483 55.678698
63309 0.032138 0.040456 0.013610 1.024033 -5.481455 55.679123
63310 0.008105 0.043733 0.006786 1.024238 -5.481891 55.678849
63311 0.015316 0.037474 -0.006950 1.024083 -5.482048 55.679196
63312 0.004741 0.031744 0.000619 1.024195 -5.481652 55.679228
63313 0.020444 0.031023 -0.003786 1.023750 -5.481771 55.679245
63314 0.039559 0.042298 0.009885 1.023846 -5.482117 55.678913
63315 0.021145 0.046590 -0.010649 1.023928 -5.482087 55.679206
63316 0.007804 0.022706 0.000969 1.024076 -5.482095 55.679241
63317 0.009338 0.026556 0.004218 1.023931 -5.481830 55.679448
63318 0.022797 0.033661 -0.010670 1.023541 -5.481805 55.679376
63319 0.008543 0.012179 -0.026423 1.023699 -5.481720 55.679545
63320 -0.017887 0.034015 -0.003847 1.023940 -5.481830 55.680164
63321 0.001713 0.012621 0.001539 1.023966 -5.481230 55.680293
63322 0.014612 0.016911 -0.005983 1.024207 -5.481032 55.680707
63323 0.012758 0.005672 0.000105 1.024382 -5.481140 55.680765
63324 -0.004505 0.029071 -0.006553 1.024453 -5.481308 55.680753
63325 0.025950 0.010821 0.004031 1.024812 -5.481306 55.680843
63326 0.024335 0.028190 0.009902 1.024952 -5.481106 55.681192
63327 0.025291 0.026740 0.007698 1.024949 -5.480876 55.681198
63328 0.018915 0.039947 -0.001650 1.024723 -5.480888 55.681154
63329 0.002007 0.027569 0.009442 1.024772 -5.480802 55.681243
63330 0.014161 0.016869 0.003559 1.024661 -5.480024 55.681526
63331 0.016840 0.003368 0.004422 1.025036 -5.480023 55.681282
63332 0.005967 0.014976 0.006995 1.025210 -5.479661 55.681339
63333 -0.001893 0.015993 0.012935 1.024933 -5.479823 55.680898
63334 -0.004116 0.017289 -0.006603 1.025070 -5.480088 55.680626
63335 0.016823 0.031468 0.029833 1.024854 -5.479842 55.680973
63336 0.027749 0.043036 -0.005803 1.024383 -5.480210 55.680876
63337 -0.000742 0.020716 -0.028961 1.024630 -5.480505 55.680892
63338 0.014050 0.032380 -0.004562 1.024153 -5.480206 55.680915
63339 0.002223 0.017843 0.007618 1.024524 -5.480331 55.681021
63340 0.016642 0.014804 0.005943 1.024656 -5.480063 55.681135
63341 0.018048 0.029263 -0.011537 1.024764 -5.480112 55.680852
63342 0.009409 0.037025 -0.017078 1.024832 -5.479815 55.680826
63343 0.024250 0.026947 -0.020075 1.025476 -5.479981 55.680662
63344 0.017096 0.008546 0.009805 1.025414 -5.479729 55.680731
63345 0.035185 0.035213 -0.028876 1.024885 -5.479948 55.680555
63346 0.013695 0.017620 -0.023318 1.025246 -5.479705 55.680151
63347 0.021979 0.014868 -0.000464 1.025821 -5.479194 55.680092
63348 0.014460 0.006445 -0.005560 1.026483 -5.479312 55.679975
63349 0.021465 0.010712 0.010331 1.026678 -5.479213 55.679769
63350 -0.002706 0.022318 -0.002066 1.027153 -5.478720 55.679147
63351 -0.002694 0.030247 0.015152 1.027086 -5.479044 55.679308
63352 -0.003280 0.017926 0.022290 1.027917 -5.478638 55.679619
63353 0.018709 0.022164 0.030035 1.027879 -5.477969 55.679706
63354 0.010352 0.027484 0.009871 1.027991 -5.477972 55.679391
63355 -0.001460 0.026908 0.012617 1.028129 -5.478242 55.679337
63356 0.007045 0.006917 0.025832 1.028058 -5.478413 55.679188
63357 -0.004045 0.023010 0.022107 1.027592 -5.478002 55.679199
63358 0.025520 0.027940 -0.001180 1.027781 -5.478179 55.678948
63359 -0.007784 0.042114 -0.000647 1.027846 -5.477915 55.679118
63360 0.004219 0.025993 0.004539 1.027779 -5.477993 55.678962
63361 0.008624 0.018023 0.011491 1.027854 -5.477617 55.678732
63362 0.024662 0.037084 0.014425 1.027905 -5.477816 55.678548
63363 0.021445 0.008465 -0.001811 1.027849 -5.476776 55.678361
63364 0.020831 0.026475 -0.015277 1.027845 -5.476396 55.677658
63365 0.006120 0.006495 -0.020134 1.027816 -5.476214 55.677442
63366 0.018700 0.019557 0.003008 1.028065 -5.475774 55.677324
63367 0.015124 0.021394 0.003694 1.028225 -5.475224 55.676881
63368 0.003571 0.025207 -0.000277 1.028146 -5.475001 55.676923
63369 -0.013123 0.031525 -0.010362 1.027962 -5.474651 55.676561
63370 0.005588 0.022321 -0.007079 1.027741 -5.474476 55.676429
63371 0.030798 0.030335 0.006295 1.028174 -5.474703 55.676040
63372 0.022190 0.018471 0.002622 1.028470 -5.474623 55.675744
63373 0.005887 0.032774 -0.010461 1.028486 -5.474903 55.675128
63374 0.023203 0.037759 0.006238 1.028249 -5.475270 55.674813
63375 0.011218 0.016724 0.004654 1.027938 -5.475101 55.674571
63376 0.025366 0.022625 0.017428 1.027768 -5.475152 55.673737
63377 -0.007418 0.028845 -0.009632 1.027742 -5.474826 55.673051
63378 -0.002524 0.022560 0.008397 1.027945 -5.474875 55.672431
63379 0.015457 -0.002292 0.000394 1.028180 -5.475094 55.671706
63380 0.024947 0.023989 -0.006131 1.028176 -5.475441 55.671200
63381 0.017258 0.019526 -0.010372 1.027873 -5.475709 55.670756
63382 0.023321 0.016570 -0.012863 1.027846 -5.475869 55.670578
63383 0.016559 0.016070 -0.004573 1.027443 -5.476046 55.670455
63384 0.039284 -0.000553 -0.013570 1.026994 -5.476201 55.670371
63385 0.003929 0.018410 -0.012089 1.026675 -5.476160 55.669799
63386 0.025470 0.022375 -0.012266 1.026599 -5.475709 55.669549
63387 0.020656 0.013759 -0.027699 1.026722 -5.475310 55.669287
63388 0.024012 -0.002127 -0.010905 1.026659 -5.475096 55.669069
63389 0.008576 0.009322 -0.000327 1.026489 -5.475292 55.668859
63390 0.009779 0.012610 -0.002785 1.026910 -5.475453 55.668450
63391 -0.007834 0.004255 0.016502 1.027053 -5.475681 55.668179
63392 0.001620 0.003524 -0.005991 1.026748 -5.476047 55.667531
63393 0.015247 -0.016581 -0.014296 1.027034 -5.475981 55.667327
63394 0.006614 0.006785 0.028916 1.027044 -5.475805 55.666635
63395 -0.001927 0.026410 0.031408 1.027041 -5.475597 55.665861
63396 -0.014971 0.025386 0.021582 1.027359 -5.475430 55.665237
63397 -0.001901 0.017983 0.013073 1.027103 -5.475500 55.664968
63398 0.029770 0.007374 -0.000656 1.027189 -5.474926 55.664464
63399 -0.000370 0.019014 0.000764 1.026675 -5.475319 55.664044
63400 0.014604 0.036742 0.015345 1.026663 -5.475570 55.663618
63401 0.007060 0.028799 0.014678 1.026578 -5.475735 55.663171
63402 0.029743 0.023756 0.006302 1.026803 -5.475624 55.662631
63403 0.031248 0.017985 0.001463 1.026519 -5.475748 55.662092
63404 0.000511 0.039474 -0.003885 1.025862 -5.475809 55.661484
63405 -0.001209 0.033605 0.010155 1.025212 -5.475620 55.661150
63406 0.006738 0.023664 -0.029403 1.024736 -5.475321 55.661155
63407 0.032896 0.050482 -0.016499 1.024509 -5.475284 55.660834
63408 0.028919 0.051994 -0.023276 1.024721 -5.475096 55.660577
63409 0.023119 0.052861 -0.000938 1.024968 -5.474725 55.660160
63410 0.026315 0.028075 0.007827 1.024984 -5.474742 55.659795
63411 0.022937 0.026657 0.002947 1.024564 -5.475020 55.659599
63412 0.029708 0.020348 -0.011131 1.024580 -5.474652 55.659707
63413 0.029498 0.031537 -0.022041 1.024418 -5.474912 55.659330
63414 0.014577 0.024233 0.006538 1.023963 -5.474612 55.659228
63415 0.014223 0.027307 0.008316 1.024078 -5.475067 55.659148
63416 0.017867 0.009283 0.004310 1.023614 -5.475008 55.659176
63417 0.009994 0.028973 -0.004325 1.023871 -5.475033 55.658791
63418 -0.000335 0.028854 -0.003975 1.024219 -5.474895 55.657817
63419 0.006294 0.029161 0.005369 1.024854 -5.474879 55.657062
63420 0.024509 0.016661 0.000783 1.024555 -5.475472 55.657054
63421 0.025958 0.031995 0.015770 1.024163 -5.475647 55.657590
63422 0.004532 0.004655 0.002461 1.024212 -5.474867 55.657649
63423 0.013049 0.022030 0.024971 1.024408 -5.474775 55.657424
63424 0.003732 0.002924 0.026175 1.023293 -5.474675 55.657489
63425 0.014300 0.029496 -0.008786 1.023484 -5.474946 55.657519
63426 0.028922 0.027662 -0.003130 1.023473 -5.474974 55.657431
63427 -0.001935 0.007402 -0.013190 1.023467 -5.475045 55.657616
63428 0.023759 0.028727 0.002537 1.023569 -5.474865 55.657745
63429 0.029107 0.012267 0.010247 1.023859 -5.473975 55.657715
63430 0.027192 0.017379 -0.000281 1.023833 -5.473414 55.657652
63431 0.015759 0.023941 -0.007830 1.024038 -5.473593 55.657487
63432 0.018255 0.032896 0.000025 1.023799 -5.472897 55.657331
63433 0.016546 0.032207 0.003014 1.023774 -5.473182 55.657753
63434 0.037090 0.033842 -0.002817 1.023769 -5.472915 55.658163
63435 0.010279 0.026347 -0.018259 1.023622 -5.473147 55.658493
63436 0.012981 0.015835 -0.006638 1.023771 -5.472908 55.658749
63437 0.005182 0.005836 -0.012237 1.023602 -5.473299 55.658914
63438 0.015745 0.019251 -0.006651 1.023519 -5.473212 55.659013
63439 0.007866 0.033778 -0.008090 1.023959 -5.472728 55.659224
63440 0.015664 0.019937 -0.003821 1.024070 -5.472780 55.659151
63441 0.017546 0.014243 -0.014161 1.024251 -5.472125 55.659349
63442 0.018444 0.017109 0.008172 1.024089 -5.472369 55.659279
63443 0.019749 0.037772 0.006595 1.024064 -5.472400 55.659237
63444 0.014230 0.027891 -0.001429 1.024177 -5.472218 55.659385
