// General information: 
//  MT Manager version: 2020.0.2 
//  XDA version: 2020.0.2 build 5355 rev 106296 built on 2020-10-15
// Device information: 
//  DeviceId: 008002103C
//  ProductCode: MTi-680G-8A1G6
//  Firmware Version: 1.2.2
//  Hardware Version: 1.0.0
// Device settings: 
//  Filter Profile: General_RTK(24.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
// PacketCounter FreeAcc_E FreeAcc_N FreeAcc_U
05232 0.009624 -0.005524 0.003078
05233 -0.000522 -0.004215 0.000864
05234 -0.005588 -0.003152 0.015626
05235 0.005794 -0.019806 -0.001803
05236 0.010412 -0.010160 0.014702
05237 0.012767 0.025485 0.000874
05238 0.001424 -0.017171 0.003075
05239 -0.004023 -0.008571 0.006722
05240 0.015366 -0.011319 0.019597
05241 0.019832 0.006782 -0.009832
05242 0.018894 0.006163 -0.008296
05243 0.007421 -0.006069 0.013571
05244 0.001779 0.011904 0.008368
05245 -0.006975 0.001317 -0.013263
05246 -0.011412 -0.005407 0.002159
05247 -0.001809 0.009517 0.019180
05248 -0.004309 -0.007169 0.012974
05249 -0.002954 -0.003933 0.005569
05250 -0.001453 -0.008001 -0.003225
05251 0.005233 -0.002438 0.011257
05252 -0.001014 -0.007348 0.015905
05253 0.013541 0.005365 0.027674
05254 0.014174 -0.013731 0.005521
05255 0.014477 -0.008458 0.004664
05256 0.001904 0.004266 0.009171
05257 0.020106 -0.000777 -0.003003
05258 -0.006367 -0.021870 0.001898
05259 0.010828 -0.009802 -0.000834
05260 0.008156 -0.004833 -0.001989
05261 -0.001222 -0.024691 -0.001439
05262 0.009446 -0.010150 0.014864
05263 0.011125 -0.002955 0.017997
05264 0.001979 0.001830 0.001903
05265 -0.001726 -0.010038 -0.001998
05266 0.007324 -0.017658 0.005996
05267 0.025313 -0.005960 -0.005411
05268 -0.000124 -0.015267 -0.003655
05269 0.014636 -0.021481 -0.011684
05270 0.011685 0.004563 0.005086
05271 -0.007776 -0.023930 -0.000722
05272 0.010843 0.013503 0.000462
05273 0.017463 0.006191 0.016713
05274 0.002110 0.001802 0.010254
05275 0.006688 -0.021498 0.019061
05276 0.022643 0.001302 0.016009
05277 0.008273 0.000763 -0.001895
05278 0.006177 0.009404 0.007468
05279 -0.000342 0.000424 0.020398
05280 0.011624 -0.013761 0.000654
05281 0.027751 -0.023196 -0.012023
05282 0.005182 -0.000268 -0.000118
05283 -0.008207 -0.008166 0.013148
05284 -0.000765 0.002603 0.005799
05285 0.011670 -0.015357 -0.002577
05286 0.015591 -0.038461 -0.004089
05287 0.003588 0.006810 0.012135
05288 0.013186 -0.010226 0.017142
05289 0.012139 -0.020686 0.011353
05290 0.009787 -0.015921 0.001775
05291 0.017474 -0.003493 0.005466
05292 0.001789 -0.003405 0.011289
05293 -0.002576 -0.010693 0.016945
05294 -0.003421 -0.024246 0.005875
05295 -0.014373 -0.017539 0.010671
05296 -0.000312 -0.010186 0.003190
05297 -0.003352 -0.007013 0.028690
05298 0.007002 -0.000125 0.015899
05299 0.007209 -0.010437 -0.010799
05300 0.020825 -0.015682 0.009671
05301 0.008791 -0.011138 0.010012
05302 -0.000721 0.004277 0.019990
05303 0.008828 -0.013839 0.020620
05304 0.005159 -0.017326 -0.000867
05305 0.004036 -0.015764 0.004113
05306 -0.000575 -0.023922 0.004589
05307 -0.008776 0.004511 0.002015
05308 0.028879 -0.015399 0.008370
05309 0.023987 0.000706 0.001681
05310 -0.008618 0.013036 0.008079
05311 -0.001064 0.001602 0.015510
05312 0.034621 -0.004857 -0.009075
05313 -0.000384 0.001226 0.004317
05314 0.003435 -0.012916 -0.007330
05315 0.008071 0.004585 0.006718
05316 -0.006660 0.002787 0.002986
05317 -0.003896 0.006462 -0.021814
05318 -0.014067 -0.007297 -0.011000
05319 0.004198 -0.010390 0.012218
05320 -0.013214 -0.021224 0.002648
05321 -0.004698 -0.010337 -0.006072
05322 0.005415 -0.024947 -0.007771
05323 -0.003142 -0.010764 -0.004864
05324 0.001085 -0.028642 0.005883
05325 0.006591 -0.015178 -0.013867
05326 0.011238 -0.001846 0.007591
05327 0.022079 -0.006492 -0.000890
05328 -0.000092 -0.006249 -0.003181
05329 -0.000696 -0.014501 0.018397
05330 0.010974 -0.005839 0.013338
05331 0.013397 0.002493 -0.009343
05332 -0.000965 -0.002280 0.007825
05333 -0.008304 -0.019681 0.014930
05334 0.010556 -0.008986 0.025778
05335 0.039046 -0.005708 0.012611
05336 0.015351 0.001089 0.017554
05337 -0.017942 0.003913 0.008288
05338 0.002497 0.003566 0.011497
05339 -0.003785 0.009132 0.001570
05340 0.000338 -0.010849 0.012244
05341 0.001332 -0.002692 0.014846
05342 0.007442 -0.019792 0.012388
05343 0.007947 -0.015446 0.011696
05344 0.010377 -0.004761 -0.010826
05345 0.005123 -0.018219 0.006925
05346 0.009914 -0.016486 0.010400
05347 0.000896 -0.003213 0.010374
05348 0.002542 -0.009509 0.002910
05349 0.016118 0.000287 -0.012587
05350 -0.001942 -0.001511 0.018888
05351 0.018481 -0.000988 0.017544
05352 0.000132 0.005406 -0.008039
05353 0.014389 0.005317 0.000555
05354 0.011727 -0.005349 0.000069
05355 0.002499 -0.006168 0.028796
05356 0.021444 -0.012292 -0.009518
05357 0.011813 -0.000065 -0.005862
05358 -0.015822 -0.013264 -0.002373
05359 0.008648 -0.001126 0.018836
05360 -0.003181 -0.012572 0.002454
05361 0.007421 -0.019936 0.014751
05362 0.014218 0.003223 0.005922
05363 0.005984 -0.009347 0.005519
05364 0.025625 -0.017523 0.004404
05365 0.006108 0.003958 0.000683
05366 0.011457 -0.014257 -0.026902
05367 0.008488 -0.001164 -0.000253
05368 -0.006075 -0.010063 -0.006903
05369 -0.000024 -0.010112 0.000455
05370 0.009907 -0.016974 0.006042
05371 0.005269 0.001743 0.010432
05372 0.005148 -0.008876 0.020045
05373 0.013538 0.003170 0.023476
05374 0.014060 0.000864 0.013807
05375 0.008648 -0.000368 0.004977
05376 -0.015825 -0.006171 0.001408
05377 0.000189 -0.023440 0.012031
05378 0.005616 -0.028499 0.005885
05379 0.009589 -0.018056 -0.008861
05380 0.018203 -0.004209 0.009613
05381 -0.008524 0.002536 0.017378
05382 -0.005116 -0.005287 0.026154
05383 0.018660 -0.008424 0.002236
05384 0.008299 -0.004157 -0.003895
05385 0.000809 -0.017741 0.000860
05386 0.000156 -0.006424 0.014795
05387 0.014467 -0.001394 0.008202
05388 0.007544 0.003994 -0.009480
05389 0.012444 -0.009870 0.011172
05390 -0.010459 -0.008306 0.016070
05391 0.004481 -0.002569 0.028393
05392 0.001000 -0.000106 0.006006
05393 -0.005586 -0.011401 -0.002950
05394 -0.005770 -0.006144 0.009652
05395 0.013143 -0.002204 0.016306
05396 0.008873 -0.003116 -0.008774
05397 0.003372 -0.022759 -0.024687
05398 0.008645 0.015258 -0.009799
05399 -0.006668 -0.009532 0.021637
05400 0.005702 -0.008782 -0.000262
05401 0.001986 -0.014118 0.011374
05402 0.012554 0.004007 -0.012443
05403 -0.017154 -0.004126 0.011234
05404 -0.001960 0.006455 0.019293
05405 0.003588 0.000584 -0.000168
05406 0.007109 -0.003168 -0.005427
05407 0.014930 -0.002891 -0.001014
05408 0.021661 0.002309 0.016912
05409 -0.010582 -0.003371 0.003786
05410 0.013364 0.017929 -0.013557
05411 0.009077 -0.010036 0.004701
05412 -0.001139 -0.009953 0.008395
05413 0.014850 -0.008957 0.018528
05414 0.005261 -0.031906 0.002125
05415 -0.003549 -0.024767 -0.001024
05416 0.011633 -0.014768 0.001082
05417 0.009627 -0.000805 0.034294
05418 0.004782 -0.013199 -0.005622
05419 0.006033 -0.009571 0.003533
05420 -0.011558 0.007445 -0.013074
05421 0.002793 -0.019645 0.011497
05422 0.014948 -0.008951 0.011531
05423 0.010803 -0.010895 0.002897
05424 0.000030 -0.010209 0.000039
05425 -0.005052 -0.010737 0.007335
05426 0.002854 -0.025508 0.002208
05427 0.009591 -0.000279 -0.012097
05428 -0.004337 -0.025043 -0.012708
05429 -0.001150 -0.020681 -0.007795
05430 0.002403 -0.003090 0.020948
05431 -0.017207 0.004984 0.005958
05432 -0.002531 -0.018594 -0.011559
05433 0.004464 0.001235 -0.013064
05434 -0.007154 -0.010406 0.017389
05435 -0.026899 -0.000950 0.015185
05436 0.004195 -0.000856 0.006999
05437 0.026619 -0.000087 0.002249
05438 -0.015172 -0.002996 0.001955
05439 -0.005919 -0.002462 0.024909
05440 -0.008660 -0.016775 -0.000009
05441 0.020182 -0.002364 -0.002550
05442 0.017103 -0.010486 -0.001825
05443 -0.019375 0.004375 0.017068
05444 0.016231 -0.019153 0.021492
05445 -0.019712 -0.012788 0.011600
05446 -0.004495 0.000104 -0.000510
05447 -0.009116 -0.018079 0.004372
05448 0.022918 -0.026910 0.019143
05449 0.017556 0.008740 0.031946
05450 -0.003855 -0.000328 0.000374
05451 0.003778 -0.009182 0.014050
05452 -0.011801 0.018818 0.010260
05453 -0.007495 -0.012947 0.030570
05454 0.014768 -0.008797 -0.007625
05455 -0.016940 -0.028951 -0.025361
05456 -0.010907 -0.010123 0.013152
05457 -0.004784 0.006660 0.014943
05458 0.006258 -0.004652 0.010224
05459 -0.003773 0.004985 0.009211
05460 0.002395 -0.005691 -0.000950
05461 -0.009648 -0.016558 0.037132
05462 -0.007846 -0.009973 0.011054
05463 0.012940 -0.007894 0.005279
05464 -0.002797 0.003494 0.004691
05465 0.011050 -0.020490 -0.001818
05466 0.000265 0.001977 0.011427
05467 0.010591 -0.002676 -0.000404
05468 0.024514 0.006304 -0.011429
05469 0.006195 -0.027766 0.002383
05470 0.001907 0.007643 0.002795
05471 -0.003469 -0.016692 -0.004603
05472 0.014090 -0.011220 0.011736
05473 -0.018761 -0.004436 -0.008868
05474 0.003589 -0.007425 0.006371
05475 -0.012666 -0.013298 0.013200
05476 0.004494 -0.017279 0.021780
05477 0.022154 -0.012473 0.010601
05478 0.005864 -0.000020 0.010387
05479 0.010067 -0.003379 0.009645
05480 0.017318 -0.006204 0.013231
05481 0.022366 -0.005311 0.000860
05482 0.013268 -0.009455 0.001496
05483 -0.013217 -0.001213 -0.004171
05484 0.004155 0.017410 0.028360
05485 0.026081 0.007891 0.008392
05486 0.019570 0.004987 0.005842
05487 0.014882 -0.016355 0.015132
05488 -0.021424 -0.007584 -0.005020
05489 -0.000992 -0.013207 0.010493
05490 0.000137 -0.016105 -0.009543
05491 0.000600 -0.010945 -0.015349
05492 -0.017649 -0.029996 0.006915
05493 0.000224 -0.013195 0.013450
05494 0.001965 -0.020496 0.000480
05495 -0.001305 -0.010665 -0.015720
05496 0.005354 -0.024062 -0.007955
05497 -0.008440 -0.006305 0.003286
05498 0.001491 -0.013004 0.007564
05499 0.013298 -0.008244 -0.001523
05500 -0.013683 0.013911 0.005859
05501 -0.002450 -0.016683 0.026187
05502 0.008140 -0.002372 0.002519
05503 0.004117 -0.005379 0.006486
05504 0.002980 -0.002966 -0.015404
05505 0.004374 0.002564 0.009266
05506 0.002953 -0.011212 0.011065
05507 0.011652 -0.012155 -0.000601
05508 -0.001222 -0.004406 0.001057
05509 0.014293 -0.012603 0.017242
05510 -0.012253 -0.025925 0.014136
05511 0.008858 -0.005323 0.009899
05512 0.013244 0.009306 0.011631
05513 0.002189 -0.000862 -0.025660
05514 -0.000203 -0.013784 0.009281
05515 -0.000457 -0.005008 0.012580
05516 0.006849 0.003019 -0.003192
05517 0.014302 -0.000011 -0.023361
05518 0.009803 -0.007272 0.002104
05519 0.009139 -0.014380 0.014388
05520 0.011265 -0.005902 0.021514
05521 0.009319 0.010791 0.003877
05522 0.022286 -0.004806 -0.008138
05523 -0.006637 -0.008522 -0.007084
05524 0.012591 -0.004348 0.017403
05525 0.003915 -0.011104 0.006041
05526 0.016143 -0.007915 0.009917
05527 -0.016049 -0.009777 0.013150
05528 -0.002204 -0.005891 0.016365
05529 0.005283 -0.000028 -0.002918
05530 0.014756 -0.007195 0.003632
05531 0.008204 0.007892 0.002736
05532 -0.005071 0.008007 0.020575
05533 -0.010266 0.005685 0.021395
05534 0.006377 -0.005138 -0.000090
05535 0.007941 0.005512 -0.000169
05536 -0.009026 0.007661 0.023169
05537 0.011587 -0.009611 0.015877
05538 -0.006453 -0.003778 0.001664
05539 0.013188 0.001173 -0.003569
05540 -0.011252 -0.026208 0.004912
05541 -0.005339 -0.002716 0.016211
05542 0.004612 -0.015898 0.011471
05543 0.008741 0.000136 -0.001038
05544 0.005003 -0.000543 0.009609
05545 0.024352 -0.005390 -0.002522
05546 -0.011746 0.002339 0.023694
05547 -0.001502 -0.007349 0.011436
05548 0.000101 -0.003020 0.004023
05549 -0.011594 -0.013685 -0.007129
05550 0.001374 -0.010695 0.002007
05551 0.010041 -0.004167 0.008066
05552 0.005516 0.011944 0.007172
05553 0.000282 -0.004753 0.010633
05554 -0.004059 -0.009058 0.015529
05555 0.013870 -0.023023 0.025006
05556 0.014344 -0.008092 -0.003814
05557 0.017438 0.004458 -0.008906
05558 -0.007848 -0.010464 0.012464
05559 0.001525 -0.013696 0.017151
05560 -0.003543 0.006480 0.008258
05561 0.012877 -0.008685 -0.001203
05562 0.011835 -0.023538 0.011721
05563 -0.016116 -0.001001 0.018931
05564 0.002717 -0.008625 0.008258
05565 0.006119 -0.009750 0.003776
05566 0.006976 0.000222 -0.002146
05567 -0.009024 0.003681 0.005471
05568 -0.022248 -0.000383 0.014782
05569 -0.007041 -0.003970 0.021933
05570 -0.006768 -0.002182 -0.004627
05571 0.002854 -0.001570 -0.006941
05572 -0.012908 -0.002131 0.001300
05573 -0.013779 -0.026922 -0.004641
05574 -0.005662 -0.004479 0.003788
05575 0.022034 0.001819 -0.006592
05576 -0.009495 -0.004519 -0.007731
05577 0.001922 0.004197 0.001534
05578 -0.007453 0.000147 -0.001248
05579 0.002273 0.011335 -0.010571
05580 -0.008301 -0.003928 0.008193
05581 -0.010067 -0.010624 0.018232
05582 0.003879 -0.017631 0.006638
05583 0.015765 -0.000211 0.010142
05584 -0.006402 -0.005869 0.004943
05585 0.007039 -0.010445 0.006343
05586 0.001770 -0.023860 0.000921
05587 0.006786 -0.007714 0.011616
05588 -0.002506 -0.012895 0.007101
05589 -0.004763 -0.002388 0.015788
05590 -0.011729 -0.010953 0.012279
05591 0.019181 0.013789 0.013065
05592 0.010154 -0.003695 0.001095
05593 0.006844 -0.023102 -0.001919
05594 -0.004410 -0.010959 0.008862
05595 0.004454 -0.013420 0.007331
05596 -0.000480 -0.012346 -0.001182
05597 0.007345 -0.006920 -0.008717
05598 -0.014939 -0.015192 -0.002202
05599 -0.008587 -0.029081 0.017509
05600 0.010760 -0.004443 0.010650
05601 -0.005764 -0.008809 -0.002370
05602 0.002460 -0.016786 -0.003972
05603 -0.003820 -0.022009 0.003353
05604 0.006567 -0.005517 0.009491
05605 0.010453 0.016044 0.005587
05606 -0.009987 -0.007958 -0.008396
05607 0.006762 -0.000403 0.007589
05608 0.008385 -0.004069 0.011228
05609 0.006838 -0.005819 0.020706
05610 0.008853 -0.014564 0.003963
05611 0.018699 -0.007632 -0.006865
05612 -0.006825 -0.024941 0.014348
